Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Andy Dalton,CAR,0,0,0,0,0,5.0,2024,68
Bryce Young,CAR,0,0,0,0,0,5.0,2024,68
Chuba Hubbard,CAR,4,4,-2,0,1,5.0,2024,68
Miles Sanders,CAR,3,2,27,0,27,5.0,2024,68
Diontae Johnson,CAR,6,3,23,0,20,5.0,2024,68
Jalen Coker,CAR,4,4,68,0,31,5.0,2024,68
Jonathan Mingo,CAR,5,2,37,0,29,5.0,2024,68
David Moore,CAR,3,2,13,0,7,5.0,2024,68
Ja'Tavion Sanders,CAR,5,3,13,0,10,5.0,2024,68
Xavier Legette,CAR,1,1,8,0,8,5.0,2024,68
Tommy Tremble,CAR,2,1,7,0,7,5.0,2024,68
Caleb Williams,CHI,0,0,0,0,0,5.0,2024,68
D'Andre Swift,CHI,2,2,47,0,42,5.0,2024,68
Roschon Johnson,CHI,0,0,0,0,0,5.0,2024,68
D.J. Moore,CHI,8,5,105,2,34,5.0,2024,68
Cole Kmet,CHI,4,3,57,0,26,5.0,2024,68
Rome Odunze,CHI,6,5,40,0,11,5.0,2024,68
Keenan Allen,CHI,6,3,33,0,19,5.0,2024,68
Gerald Everett,CHI,2,2,22,0,17,5.0,2024,68
Tyson Bagent,CHI,0,0,0,0,0,5.0,2024,68
