Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Derek Carr,NOR,0,0,0,0,5.0,2024,78
Jake Haener,NOR,2,11,0,9,5.0,2024,78
Alvin Kamara,NOR,11,26,0,9,5.0,2024,78
Jamaal Williams,NOR,2,9,0,9,5.0,2024,78
Rashid Shaheed,NOR,0,0,0,0,5.0,2024,78
Juwan Johnson,NOR,0,0,0,0,5.0,2024,78
Foster Moreau,NOR,0,0,0,0,5.0,2024,78
Chris Olave,NOR,0,0,0,0,5.0,2024,78
Mason Tipton,NOR,0,0,0,0,5.0,2024,78
Patrick Mahomes,KAN,6,22,0,9,5.0,2024,78
Kareem Hunt,KAN,27,102,1,8,5.0,2024,78
Carson Steele,KAN,5,12,0,8,5.0,2024,78
Xavier Worthy,KAN,1,3,1,3,5.0,2024,78
JuJu Smith-Schuster,KAN,0,0,0,0,5.0,2024,78
Travis Kelce,KAN,0,0,0,0,5.0,2024,78
Mecole Hardman,KAN,0,0,0,0,5.0,2024,78
Noah Gray,KAN,0,0,0,0,5.0,2024,78
Samaje Perine,KAN,0,0,0,0,5.0,2024,78
Jody Fortson,KAN,0,0,0,0,5.0,2024,78
