Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA,week,year,game_id
4,1:00,2.0,17.0,CIN 23,38.0,38.0,Joe Burrow pass incomplete short left intended for Tee Higgins (defended by Nate Wiggins),-0.55,-1.22,5.0,2024,69
4,0:53,3.0,17.0,CIN 23,38.0,38.0,Chase Brown up the middle for 9 yards (tackle by Kyle Van Noy),-1.22,-1.24,5.0,2024,69
4,0:09,,,,,,Timeout #1 by Cincinnati Bengals,,,5.0,2024,69
4,0:09,4.0,8.0,CIN 32,38.0,38.0,Ryan Rehkow punts 57 yards out of bounds,-1.24,0.0,5.0,2024,69
,,,,,,,"Ravens won the coin toss, Ravens to receive the overtime kickoff.",,,5.0,2024,69
OT,10:00,,,CIN 35,38.0,38.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,69
OT,10:00,1.0,10.0,BAL 30,38.0,38.0,Derrick Henry left guard for no gain (tackle by Sam Hubbard and B.J. Hill),0.94,0.39,5.0,2024,69
OT,9:24,2.0,10.0,BAL 30,38.0,38.0,Derrick Henry right end for 8 yards (tackle by Sam Hubbard),0.39,0.76,5.0,2024,69
OT,8:51,3.0,2.0,BAL 38,38.0,38.0,Derrick Henry left guard for 3 yards (tackle by Sam Hubbard),0.76,1.66,5.0,2024,69
OT,8:19,1.0,10.0,BAL 41,38.0,38.0,Lamar Jackson pass incomplete short right intended for Rashod Bateman,1.66,1.12,5.0,2024,69
OT,8:07,2.0,10.0,BAL 41,38.0,38.0,Lamar Jackson scrambles up the middle for 5 yards (tackle by Germaine Pratt),1.12,1.09,5.0,2024,69
OT,7:24,3.0,5.0,BAL 46,38.0,38.0,Lamar Jackson pass complete short right to Rashod Bateman for 15 yards (tackle by Cam Taylor-Britt),1.09,2.98,5.0,2024,69
OT,6:39,1.0,10.0,CIN 39,38.0,38.0,"Lamar Jackson aborted snap, recovered by Germaine Pratt at BAL-46 and returned for 9 yards (tackle by Roger Rosengarten and Patrick Ricard)",2.98,-3.05,5.0,2024,69
OT,6:28,1.0,10.0,BAL 38,38.0,38.0,Chase Brown left guard for no gain (tackle by Trenton Simpson and Roquan Smith),3.05,2.51,5.0,2024,69
OT,5:42,,,,,,Timeout #1 by Cincinnati Bengals,,,5.0,2024,69
OT,5:42,2.0,10.0,BAL 38,38.0,38.0,Chase Brown right guard for 3 yards (tackle by Tavius Robinson and Roquan Smith),2.51,2.21,5.0,2024,69
OT,5:00,3.0,7.0,BAL 35,38.0,38.0,Chase Brown right guard for no gain (tackle by Nnamdi Madubuike),2.21,0.97,5.0,2024,69
OT,4:31,,,,,,Timeout #2 by Cincinnati Bengals,,,5.0,2024,69
OT,4:31,4.0,7.0,BAL 35,38.0,38.0,Evan McPherson 53 yard field goal no good,0.97,-1.8,5.0,2024,69
OT,4:26,1.0,10.0,BAL 43,38.0,38.0,Derrick Henry left end for 51 yards (tackle by Geno Stone),1.8,5.83,5.0,2024,69
OT,3:36,,,,,,Timeout #1 by Baltimore Ravens,,,5.0,2024,69
OT,3:36,1.0,6.0,CIN 6,41.0,38.0,Justin Tucker 24 yard field goal good,5.83,3.0,5.0,2024,69
