Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Joe Flacco,IND,33,44,359,16,33.3,334,7.6,232,7.0,5.3,127,3.8,2,4.5%,5,11.4%,4,6,1,2,7,14.3%,1,21.0,5.0,2024,71
Adonai Mitchell,IND,1,1,24,1,100.0,-6,-6.0,-6,-6.0,-6.0,30,30.0,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,,5.0,2024,71
Trevor Lawrence,JAX,28,34,371,13,38.2,225,6.6,150,5.4,4.4,221,7.9,0,0.0%,1,2.9%,0,5,0,0,0,0.0%,0,,5.0,2024,71
