Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Deshaun Watson,CLE,0,0,0,0,0,5.0,2024,70
Jameis Winston,CLE,0,0,0,0,0,5.0,2024,70
Jerome Ford,CLE,3,3,2,0,7,5.0,2024,70
D'Onta Foreman,CLE,1,1,16,0,16,5.0,2024,70
Pierre Strong,CLE,1,0,0,0,0,5.0,2024,70
Amari Cooper,CLE,10,4,60,0,19,5.0,2024,70
Jordan Akins,CLE,3,3,22,1,10,5.0,2024,70
Jerry Jeudy,CLE,3,1,16,0,16,5.0,2024,70
David Njoku,CLE,3,1,14,0,14,5.0,2024,70
Elijah Moore,CLE,4,3,11,0,6,5.0,2024,70
Jayden Daniels,WAS,0,0,0,0,0,5.0,2024,70
Marcus Mariota,WAS,0,0,0,0,0,5.0,2024,70
Austin Ekeler,WAS,2,2,30,0,33,5.0,2024,70
Jeremy McNichols,WAS,0,0,0,0,0,5.0,2024,70
Brian Robinson Jr.,WAS,0,0,0,0,0,5.0,2024,70
Terry McLaurin,WAS,8,4,112,0,66,5.0,2024,70
Dyami Brown,WAS,2,2,57,1,41,5.0,2024,70
Luke McCaffrey,WAS,3,3,19,0,9,5.0,2024,70
Zach Ertz,WAS,8,2,10,0,7,5.0,2024,70
Olamide Zaccheaus,WAS,3,1,10,0,10,5.0,2024,70
Brycen Tremayne,WAS,1,1,-2,0,-2,5.0,2024,70
