Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Dak Prescott,DAL,0,0,0,0,0,5.0,2024,77
Rico Dowdle,DAL,2,2,27,1,22,5.0,2024,77
Ezekiel Elliott,DAL,1,0,0,0,0,5.0,2024,77
Hunter Luepke,DAL,1,1,18,0,18,5.0,2024,77
CeeDee Lamb,DAL,9,5,62,0,27,5.0,2024,77
Jalen Tolbert,DAL,10,7,87,1,48,5.0,2024,77
Jake Ferguson,DAL,7,6,70,0,27,5.0,2024,77
Brevyn Spann-Ford,DAL,3,2,20,0,13,5.0,2024,77
Jalen Brooks,DAL,1,1,10,0,10,5.0,2024,77
Luke Schoonmaker,DAL,2,1,8,0,8,5.0,2024,77
KaVontae Turpin,DAL,5,4,50,0,34,5.0,2024,77
Justin Fields,PIT,0,0,0,0,0,5.0,2024,77
Kyle Allen,PIT,0,0,0,0,0,5.0,2024,77
Najee Harris,PIT,2,2,35,0,20,5.0,2024,77
Aaron Shampklin,PIT,0,0,0,0,0,5.0,2024,77
Jonathan Ward,PIT,0,0,0,0,0,5.0,2024,77
Van Jefferson,PIT,5,3,26,0,11,5.0,2024,77
George Pickens,PIT,7,3,26,0,21,5.0,2024,77
Connor Heyward,PIT,4,2,23,1,16,5.0,2024,77
Pat Freiermuth,PIT,3,3,22,1,19,5.0,2024,77
Brandon Johnson,PIT,1,1,9,0,9,5.0,2024,77
Calvin Austin III,PIT,2,1,6,0,6,5.0,2024,77
Darnell Washington,PIT,2,1,5,0,5,5.0,2024,77
Zach Frazier,PIT,0,0,-2,0,-2,5.0,2024,77
