Player,Pos,home_team,team,week,year,game_id
Kirk Cousins,QB,1,Falcons,5.0,2024,65
Bijan Robinson,RB,1,Falcons,5.0,2024,65
Darnell Mooney,WR,1,Falcons,5.0,2024,65
Drake London,WR,1,Falcons,5.0,2024,65
Ray-Ray McCloud,WR,1,Falcons,5.0,2024,65
Kyle Pitts,TE,1,Falcons,5.0,2024,65
Matthew Bergeron,OL,1,Falcons,5.0,2024,65
Ryan Neuzil,OL,1,Falcons,5.0,2024,65
Jake Matthews,T,1,Falcons,5.0,2024,65
Kaleb McGary,T,1,Falcons,5.0,2024,65
Chris Lindstrom,G,1,Falcons,5.0,2024,65
David Onyemata,DL,1,Falcons,5.0,2024,65
Eddie Goldman,DL,1,Falcons,5.0,2024,65
Grady Jarrett,DL,1,Falcons,5.0,2024,65
Matt Judon,OLB,1,Falcons,5.0,2024,65
Lorenzo Carter,OLB,1,Falcons,5.0,2024,65
Kaden Elliss,LB,1,Falcons,5.0,2024,65
AJ Terrell,CB,1,Falcons,5.0,2024,65
DeAundre Alford,CB,1,Falcons,5.0,2024,65
Mike Hughes,CB,1,Falcons,5.0,2024,65
Justin Simmons,S,1,Falcons,5.0,2024,65
Jessie Bates III,S,1,Falcons,5.0,2024,65
