Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Raheem Mostert,MIA,19,80,0,3.0,37,1.9,43,2.3,0,,5.0,2024,72
Jaylen Wright,MIA,13,86,0,4.0,53,4.1,33,2.5,0,,5.0,2024,72
De'Von Achane,MIA,3,18,0,1.0,13,4.3,5,1.7,0,,5.0,2024,72
Tyler Huntley,MIA,3,7,0,1.0,7,2.3,0,0.0,0,,5.0,2024,72
Jake Bailey,MIA,1,0,0,,0,0.0,0,0.0,0,,5.0,2024,72
Alec Ingold,MIA,1,3,1,1.0,2,2.0,1,1.0,0,,5.0,2024,72
Jonnu Smith,MIA,1,-1,0,0.0,-1,-1.0,0,0.0,0,,5.0,2024,72
Rhamondre Stevenson,NWE,12,89,1,3.0,46,3.8,43,3.6,0,,5.0,2024,72
Antonio Gibson,NWE,6,52,0,2.0,16,2.7,36,6.0,0,,5.0,2024,72
Jacoby Brissett,NWE,1,10,0,0.0,10,10.0,0,0.0,0,,5.0,2024,72
