Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Daniel Jones,NYG,0,0,0,0,0,5.0,2024,76
Tyrone Tracy Jr.,NYG,2,1,1,0,1,5.0,2024,76
Eric Gray,NYG,4,3,50,0,19,5.0,2024,76
Wan'Dale Robinson,NYG,9,6,36,1,9,5.0,2024,76
Darius Slayton,NYG,11,8,122,1,41,5.0,2024,76
Theo Johnson,NYG,5,5,48,0,22,5.0,2024,76
Geno Smith,SEA,0,0,0,0,0,5.0,2024,76
Kenneth Walker III,SEA,8,7,57,0,17,5.0,2024,76
Zach Charbonnet,SEA,5,3,19,0,8,5.0,2024,76
Tyler Lockett,SEA,6,4,75,0,33,5.0,2024,76
D.K. Metcalf,SEA,7,4,55,0,22,5.0,2024,76
Jaxon Smith-Njigba,SEA,7,4,31,1,15,5.0,2024,76
Noah Fant,SEA,3,3,24,0,12,5.0,2024,76
AJ Barner,SEA,1,1,13,0,13,5.0,2024,76
Pharaoh Brown,SEA,1,1,7,0,7,5.0,2024,76
Jake Bobo,SEA,1,1,3,0,3,5.0,2024,76
