Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA,week,year,game_id
1,0:22,3.0,3.0,ATL 37,10.0,7.0,Kirk Cousins pass complete short left to Darnell Mooney for 7 yards (tackle by K.J. Britt),0.63,1.86,5.0,2024,65
2,15:00,1.0,10.0,ATL 44,10.0,7.0,Kirk Cousins pass incomplete short left,1.86,1.32,5.0,2024,65
2,14:54,2.0,10.0,ATL 44,10.0,7.0,"Kirk Cousins pass incomplete short middle intended for Drake London (defended by Jamel Dean). Penalty on K.J. Britt: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",1.32,2.85,5.0,2024,65
2,14:43,1.0,10.0,TAM 41,10.0,7.0,"Tyler Allgeier right end for 7 yards (tackle by Zyon McCollum). Penalty on Ryan Neuzil: Offensive Holding, 10 yards (accepted) (no play)",2.85,2.19,5.0,2024,65
2,14:24,1.0,20.0,ATL 49,10.0,7.0,Kirk Cousins pass complete short right to Ray-Ray McCloud for 8 yards (tackle by K.J. Britt),2.19,2.04,5.0,2024,65
2,13:48,2.0,12.0,TAM 43,10.0,7.0,Kirk Cousins pass complete deep middle to KhaDarel Hodge for 22 yards (tackle by Christian Izien),2.04,4.17,5.0,2024,65
2,13:01,1.0,10.0,TAM 21,10.0,7.0,"Kirk Cousins pass complete short right to Bijan Robinson for no gain (tackle by Anthony Nelson). Penalty on Kyle Pitts: Offensive Holding, 10 yards (accepted) (no play)",4.17,3.51,5.0,2024,65
2,12:36,1.0,20.0,TAM 31,10.0,7.0,Kirk Cousins pass complete short right to Darnell Mooney for 7 yards (tackle by Zyon McCollum),3.51,3.22,5.0,2024,65
2,12:12,2.0,13.0,TAM 24,10.0,7.0,Kirk Cousins pass incomplete short right intended for Kyle Pitts (defended by Lavonte David),3.22,2.54,5.0,2024,65
2,12:04,3.0,13.0,TAM 24,10.0,13.0,"Kirk Cousins pass complete deep middle to Darnell Mooney for 24 yards, touchdown",2.54,7.0,5.0,2024,65
2,11:58,,,TAM 15,10.0,14.0,Younghoe Koo kicks extra point good,0.0,0.0,5.0,2024,65
2,11:58,,,ATL 35,10.0,14.0,"Younghoe Koo kicks off 62 yards, returned by Sean Tucker for 53 yards (tackle by Micah Abernathy and Kevin King)",0.0,2.65,5.0,2024,65
2,11:46,1.0,10.0,ATL 44,10.0,14.0,Baker Mayfield pass complete short right to Cade Otton for 22 yards (tackle by Kaden Elliss),2.65,4.11,5.0,2024,65
2,11:06,1.0,10.0,ATL 22,10.0,14.0,Rachaad White right end for -1 yards (tackle by Kaden Elliss and Zach Harrison),4.11,3.43,5.0,2024,65
2,10:22,2.0,11.0,ATL 23,16.0,14.0,"Baker Mayfield pass complete deep left to Mike Evans for 23 yards, touchdown",3.43,7.0,5.0,2024,65
2,10:17,,,ATL 15,17.0,14.0,Chase McLaughlin kicks extra point good,0.0,0.0,5.0,2024,65
2,10:17,,,TAM 35,17.0,14.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,65
2,10:17,1.0,10.0,ATL 30,17.0,14.0,Bijan Robinson left end for no gain (tackle by Lavonte David),0.94,0.39,5.0,2024,65
2,9:33,2.0,10.0,ATL 30,17.0,14.0,Kirk Cousins pass complete short left to Kyle Pitts for 18 yards (tackle by Jordan Whitehead),0.39,2.13,5.0,2024,65
2,8:54,1.0,10.0,ATL 48,17.0,14.0,Bijan Robinson right tackle for 6 yards (tackle by Zyon McCollum and Tykee Smith),2.13,2.39,5.0,2024,65
2,8:22,2.0,4.0,TAM 46,17.0,14.0,Kirk Cousins pass complete short right to Kyle Pitts for 8 yards (tackle by Lavonte David),2.39,3.05,5.0,2024,65
2,7:41,1.0,10.0,TAM 38,17.0,14.0,"Kirk Cousins pass incomplete short middle. Penalty on Kirk Cousins: Intentional Grounding, 10 yards (accepted) TAM challenged the fumble ruling, and the play was upheld.",3.05,1.16,5.0,2024,65
2,7:35,2.0,20.0,TAM 48,17.0,14.0,Kirk Cousins pass complete short left to Bijan Robinson for 6 yards (tackle by Joe Tryon-Shoyinka),1.16,1.29,5.0,2024,65
2,7:08,3.0,14.0,TAM 42,17.0,14.0,Kirk Cousins pass complete short left to Tyler Allgeier for 6 yards (tackle by Lavonte David),1.29,0.88,5.0,2024,65
2,6:22,4.0,8.0,TAM 36,17.0,17.0,Younghoe Koo 54 yard field goal good,0.88,3.0,5.0,2024,65
2,6:17,,,ATL 35,17.0,17.0,"Younghoe Koo kicks off 68 yards, returned by Cody Thompson for 21 yards (tackle by Richie Grant)",0.0,0.04,5.0,2024,65
2,6:10,1.0,10.0,TAM 18,17.0,17.0,Bucky Irving left tackle for 11 yards (tackle by Kaden Elliss and Ruke Orhorhoro),0.04,0.87,5.0,2024,65
2,5:29,1.0,10.0,TAM 29,17.0,17.0,Rachaad White right guard for 56 yards (tackle by AJ Terrell),0.87,4.58,5.0,2024,65
2,4:47,1.0,10.0,ATL 15,17.0,17.0,Baker Mayfield pass complete short right to Bucky Irving for 9 yards (tackle by James Smith-Williams and Jessie Bates),4.58,5.6,5.0,2024,65
2,4:04,2.0,1.0,ATL 6,17.0,17.0,Bucky Irving right tackle for 4 yards (tackle by JD Bertrand and Jessie Bates),5.6,6.74,5.0,2024,65
2,3:21,1.0,2.0,ATL 2,17.0,17.0,Bucky Irving right guard for no gain (tackle by Ruke Orhorhoro and Grady Jarrett),6.74,5.72,5.0,2024,65
2,2:37,2.0,2.0,ATL 2,17.0,17.0,Baker Mayfield pass complete short left to Rachaad White for -2 yards (tackle by Clark Phillips),5.72,4.49,5.0,2024,65
2,2:00,3.0,4.0,ATL 4,23.0,17.0,"Baker Mayfield pass complete short right to Sterling Shepard for 4 yards, touchdown",4.49,7.0,5.0,2024,65
2,1:56,,,ATL 15,24.0,17.0,Chase McLaughlin kicks extra point good,0.0,0.0,5.0,2024,65
2,1:56,,,TAM 35,24.0,17.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,65
2,1:56,1.0,10.0,ATL 30,24.0,17.0,Kirk Cousins pass incomplete short middle intended for Ray-Ray McCloud (defended by Joe Tryon-Shoyinka),0.94,0.39,5.0,2024,65
2,1:51,2.0,10.0,ATL 30,24.0,17.0,"Kirk Cousins pass complete short right to Drake London for 11 yards (tackle by Zyon McCollum and K.J. Britt) Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",0.39,1.66,5.0,2024,65
2,1:29,1.0,10.0,ATL 41,24.0,17.0,Kirk Cousins pass complete short left to Drake London for 7 yards (tackle by Tykee Smith),1.66,2.07,5.0,2024,65
2,1:10,2.0,3.0,ATL 48,24.0,17.0,Kirk Cousins pass complete short left to Bijan Robinson for 5 yards (tackle by Jamel Dean),2.07,2.46,5.0,2024,65
2,1:00,1.0,10.0,TAM 47,24.0,17.0,Kirk Cousins pass complete short right to Ray-Ray McCloud for 8 yards (tackle by K.J. Britt and Lavonte David),2.46,2.99,5.0,2024,65
2,0:38,2.0,2.0,TAM 39,24.0,17.0,Kirk Cousins pass complete short right to Drake London for 8 yards (tackle by Zyon McCollum),2.99,3.51,5.0,2024,65
2,0:34,1.0,10.0,TAM 31,24.0,17.0,Kirk Cousins pass incomplete short middle intended for Drake London (defended by Jordan Whitehead),3.51,2.97,5.0,2024,65
2,0:30,2.0,10.0,TAM 31,24.0,17.0,Kirk Cousins sacked by Logan Hall for -8 yards,2.97,1.22,5.0,2024,65
2,0:24,,,,,,Timeout #1 by Atlanta Falcons,,,5.0,2024,65
2,0:24,3.0,18.0,TAM 39,24.0,17.0,Kirk Cousins pass incomplete short right intended for Darnell Mooney,1.22,0.66,5.0,2024,65
2,0:19,4.0,18.0,TAM 39,24.0,17.0,"Bradley Pinion punts 35 yards, fair catch by Kameron Johnson at TB-4",0.66,0.38,5.0,2024,65
2,0:12,1.0,10.0,TAM 4,24.0,17.0,Baker Mayfield kneels for -1 yards,-0.38,-0.85,5.0,2024,65
3,15:00,,,ATL 35,24.0,17.0,"Younghoe Koo kicks off 67 yards, returned by Bucky Irving for 39 yards (tackle by Younghoe Koo and KhaDarel Hodge)",0.0,1.4,5.0,2024,65
3,14:53,1.0,10.0,TAM 37,24.0,17.0,Rachaad White left tackle for 2 yards (tackle by Grady Jarrett),1.4,1.13,5.0,2024,65
3,13:54,2.0,8.0,TAM 39,24.0,17.0,"Baker Mayfield pass complete short middle to Chris Godwin for no gain (tackle by Antonio Hamilton). Penalty on Justin Skule: Offensive Holding, 10 yards (accepted) (no play)",1.13,-0.22,5.0,2024,65
3,13:34,2.0,18.0,TAM 29,24.0,17.0,Baker Mayfield pass complete short left to Rachaad White for -2 yards (tackle by David Onyemata),-0.22,-1.15,5.0,2024,65
3,12:53,3.0,20.0,TAM 27,24.0,17.0,Baker Mayfield scrambles right end for 8 yards (tackle by Antonio Hamilton),-1.15,-1.04,5.0,2024,65
3,12:17,4.0,12.0,TAM 35,24.0,17.0,"Trenton Gill punts 45 yards, fair catch by Avery Williams at ATL-20",-1.04,-0.28,5.0,2024,65
3,12:10,1.0,10.0,ATL 20,24.0,17.0,Kirk Cousins pass incomplete deep left intended for Darnell Mooney (defended by Jamel Dean),0.28,-0.27,5.0,2024,65
3,12:04,2.0,10.0,ATL 20,24.0,17.0,Kirk Cousins pass complete deep right to Drake London for 31 yards (tackle by Jordan Whitehead),-0.27,2.32,5.0,2024,65
3,11:26,1.0,10.0,TAM 49,24.0,17.0,Tyler Allgeier left end for 5 yards (tackle by Vita Vea and K.J. Britt),2.32,2.46,5.0,2024,65
3,10:59,2.0,5.0,TAM 44,24.0,17.0,"Penalty on Matthew Bergeron: False Start, 5 yards (accepted) (no play)",2.46,1.78,5.0,2024,65
3,10:36,2.0,10.0,TAM 49,24.0,17.0,Kirk Cousins pass incomplete short right intended for Darnell Mooney (defended by Zyon McCollum),1.78,1.09,5.0,2024,65
3,10:30,3.0,10.0,TAM 49,24.0,17.0,Kirk Cousins pass complete short right to Kyle Pitts for 7 yards (tackle by Tykee Smith),1.09,0.46,5.0,2024,65
3,10:08,4.0,3.0,TAM 42,24.0,17.0,Kirk Cousins pass complete short left to Darnell Mooney for 14 yards (tackle by Jamel Dean),0.46,3.71,5.0,2024,65
3,9:25,1.0,10.0,TAM 28,24.0,17.0,Kirk Cousins pass complete short right to Darnell Mooney for 2 yards (tackle by Jordan Whitehead),3.71,3.44,5.0,2024,65
3,8:46,2.0,8.0,TAM 26,24.0,17.0,Kirk Cousins pass complete short right to Kyle Pitts for 8 yards (tackle by Chris Braswell),3.44,4.37,5.0,2024,65
3,8:14,1.0,10.0,TAM 18,24.0,17.0,"Kirk Cousins pass complete short left to Ray-Ray McCloud for no gain (tackle by Christian Izien). Penalty on Jake Matthews: Ineligible Downfield Pass, 5 yards (declined) . Penalty on KhaDarel Hodge: Offensive Pass Interference, 10 yards (accepted) (no play)",4.37,3.71,5.0,2024,65
3,7:50,1.0,20.0,TAM 28,24.0,17.0,Bijan Robinson right guard for 6 yards (tackle by Jordan Whitehead),3.71,3.29,5.0,2024,65
3,7:15,2.0,14.0,TAM 22,24.0,17.0,Kirk Cousins sacked by Anthony Nelson for -8 yards,3.29,1.55,5.0,2024,65
3,6:33,3.0,22.0,TAM 30,24.0,17.0,Kirk Cousins pass incomplete deep right intended for Darnell Mooney,1.55,1.41,5.0,2024,65
3,6:26,4.0,22.0,TAM 30,24.0,20.0,Younghoe Koo 48 yard field goal good,1.41,3.0,5.0,2024,65
3,6:21,,,ATL 35,24.0,20.0,"Younghoe Koo kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,65
3,6:21,1.0,10.0,TAM 30,24.0,20.0,"Baker Mayfield pass complete short left to Chris Godwin for 20 yards. Chris Godwin fumbles (forced by Jessie Bates), recovered by Mike Evans at ATL-49",0.94,2.32,5.0,2024,65
3,5:35,1.0,10.0,ATL 49,24.0,20.0,Baker Mayfield pass complete short right to Chris Godwin for 10 yards (tackle by Mike Hughes),2.32,2.98,5.0,2024,65
3,5:04,1.0,10.0,ATL 39,24.0,20.0,Bucky Irving left guard for no gain (tackle by Antonio Hamilton),2.98,2.44,5.0,2024,65
3,4:30,2.0,10.0,ATL 39,24.0,20.0,Baker Mayfield scrambles left end for 9 yards (tackle by Kaden Elliss),2.44,2.94,5.0,2024,65
3,3:57,3.0,1.0,ATL 30,24.0,20.0,"Chris Godwin left end for 2 yards (tackle by AJ Terrell). Penalty on JD Bertrand: Unnecessary Roughness / Defense, 14 yards (accepted)",2.94,4.65,5.0,2024,65
3,3:30,1.0,10.0,ATL 14,24.0,20.0,Bucky Irving left tackle for no gain (tackle by Grady Jarrett),4.65,4.0,5.0,2024,65
3,2:49,2.0,10.0,ATL 14,24.0,20.0,Baker Mayfield pass complete short middle to Cade Otton for 7 yards (tackle by JD Bertrand),4.0,4.5,5.0,2024,65
3,2:07,3.0,3.0,ATL 7,24.0,20.0,Baker Mayfield sacked by David Onyemata for -7 yards,4.5,2.51,5.0,2024,65
3,1:20,4.0,10.0,ATL 14,27.0,20.0,Chase McLaughlin 32 yard field goal good,2.51,3.0,5.0,2024,65
3,1:17,,,TAM 35,27.0,20.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,65
3,1:17,1.0,10.0,ATL 30,27.0,20.0,Kirk Cousins pass complete short left to Darnell Mooney for 2 yards (tackle by Jamel Dean),0.94,0.66,5.0,2024,65
3,0:47,2.0,8.0,ATL 32,27.0,20.0,Kirk Cousins pass incomplete short middle intended for Ray-Ray McCloud (defended by Tykee Smith),0.66,-0.03,5.0,2024,65
3,0:40,3.0,8.0,ATL 32,27.0,20.0,Kirk Cousins pass complete short middle to Ray-Ray McCloud for 22 yards (tackle by Christian Izien),-0.03,2.52,5.0,2024,65
3,0:02,1.0,10.0,TAM 46,27.0,20.0,Bijan Robinson left end for 28 yards (tackle by Jamel Dean),2.52,4.37,5.0,2024,65
4,15:00,1.0,10.0,TAM 18,27.0,20.0,Bijan Robinson left end for 6 yards (tackle by Lavonte David and Tykee Smith),4.37,4.81,5.0,2024,65
4,14:22,2.0,4.0,TAM 12,27.0,20.0,Bijan Robinson left end for 2 yards (tackle by K.J. Britt),4.81,4.51,5.0,2024,65
4,13:49,3.0,2.0,TAM 10,27.0,20.0,Tyler Allgeier right tackle for -2 yards (tackle by Christian Izien and Zyon McCollum),4.51,2.71,5.0,2024,65
4,13:25,4.0,4.0,TAM 12,27.0,26.0,"Kirk Cousins pass complete short left to Darnell Mooney for 12 yards, touchdown",2.71,7.0,5.0,2024,65
4,13:18,,,TAM 15,27.0,27.0,Younghoe Koo kicks extra point good,0.0,0.0,5.0,2024,65
4,13:18,,,ATL 35,27.0,27.0,"Younghoe Koo kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,65
4,13:18,1.0,10.0,TAM 30,27.0,27.0,Baker Mayfield pass complete short middle to Mike Evans for 13 yards (tackle by Jessie Bates),0.94,1.8,5.0,2024,65
4,12:38,1.0,10.0,TAM 43,27.0,27.0,Baker Mayfield scrambles right end for 18 yards (tackle by Mike Hughes),1.8,2.98,5.0,2024,65
4,11:57,1.0,10.0,ATL 39,27.0,27.0,Rachaad White right tackle for 1 yard (tackle by JD Bertrand and Kaden Elliss),2.98,2.58,5.0,2024,65
4,11:17,2.0,9.0,ATL 38,27.0,27.0,Baker Mayfield pass incomplete short right intended for Cade Otton,2.58,1.88,5.0,2024,65
4,11:13,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,5.0,2024,65
4,11:13,3.0,9.0,ATL 38,27.0,27.0,Baker Mayfield scrambles left tackle for 3 yards (tackle by Lorenzo Carter),1.88,0.97,5.0,2024,65
4,10:28,4.0,6.0,ATL 35,30.0,27.0,Chase McLaughlin 53 yard field goal good,0.97,3.0,5.0,2024,65
4,10:23,,,TAM 35,30.0,27.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.94,5.0,2024,65
4,10:23,1.0,10.0,ATL 30,30.0,27.0,Kirk Cousins pass complete short left to Bijan Robinson for 5 yards (tackle by Christian Izien and K.J. Britt),0.94,1.07,5.0,2024,65
4,9:48,2.0,5.0,ATL 35,30.0,27.0,Bijan Robinson left end for 1 yard (tackle by YaYa Diaby and Christian Izien),1.07,0.5,5.0,2024,65
4,9:24,3.0,4.0,ATL 36,30.0,27.0,"Kirk Cousins pass incomplete short right intended for Darnell Mooney. Penalty on Lavonte David: Defensive Pass Interference, 7 yards (accepted) (no play)",0.5,1.8,5.0,2024,65
4,9:19,1.0,10.0,ATL 43,30.0,27.0,Tyler Allgeier right tackle for 2 yards (tackle by Lavonte David),1.8,1.52,5.0,2024,65
4,8:43,2.0,8.0,ATL 45,30.0,27.0,Kirk Cousins pass complete short middle to Drake London for 15 yards (tackle by K.J. Britt),1.52,2.92,5.0,2024,65
4,8:18,1.0,10.0,TAM 40,30.0,27.0,"Tyler Allgeier left end for no gain (tackle by Anthony Nelson and Christian Izien). Penalty on Chris Lindstrom: Offensive Holding, 10 yards (accepted) (no play)",2.92,2.26,5.0,2024,65
4,7:52,1.0,20.0,TAM 50,30.0,27.0,Kirk Cousins pass complete short left to Ray-Ray McCloud for 4 yards (tackle by Jamel Dean),2.26,1.56,5.0,2024,65
4,7:17,2.0,16.0,TAM 46,30.0,27.0,Kirk Cousins pass complete short right to Kyle Pitts for 10 yards (tackle by Jamel Dean),1.56,2.21,5.0,2024,65
4,6:43,3.0,6.0,TAM 36,30.0,27.0,Kirk Cousins pass incomplete deep left intended for Darnell Mooney,2.21,0.88,5.0,2024,65
4,6:37,4.0,6.0,TAM 36,30.0,27.0,Younghoe Koo 54 yard field goal no good blocked by Tavierre Thomas,0.88,-1.86,5.0,2024,65
4,6:29,1.0,10.0,TAM 44,30.0,27.0,Baker Mayfield pass incomplete short right intended for Mike Evans (defended by Matt Judon),1.86,1.32,5.0,2024,65
4,6:26,2.0,10.0,TAM 44,30.0,27.0,Rachaad White left guard for 8 yards (tackle by Matt Judon),1.32,1.69,5.0,2024,65
4,5:47,3.0,2.0,ATL 48,30.0,27.0,Baker Mayfield scrambles right tackle for 5 yards (tackle by JD Bertrand),1.69,2.72,5.0,2024,65
4,5:06,1.0,10.0,ATL 43,30.0,27.0,Bucky Irving left guard for 5 yards (tackle by James Smith-Williams and Jessie Bates),2.72,2.85,5.0,2024,65
4,4:27,2.0,5.0,ATL 38,30.0,27.0,Baker Mayfield pass complete short left to Bucky Irving for 3 yards (tackle by Grady Jarrett and Jessie Bates),2.85,2.54,5.0,2024,65
4,3:42,3.0,2.0,ATL 35,30.0,27.0,Rachaad White left guard for 3 yards (tackle by Grady Jarrett),2.54,3.45,5.0,2024,65
4,3:00,1.0,10.0,ATL 32,30.0,27.0,"Bucky Irving left tackle for 7 yards. Bucky Irving fumbles (forced by Jessie Bates), recovered by Kaden Elliss at ATL-25",3.45,-0.61,5.0,2024,65
4,2:50,1.0,10.0,ATL 25,30.0,27.0,Tyler Allgeier left guard for -2 yards (tackle by YaYa Diaby),0.61,-0.21,5.0,2024,65
4,2:26,2.0,12.0,ATL 23,30.0,27.0,Kirk Cousins sacked by Logan Hall for -7 yards,-0.21,-2.14,5.0,2024,65
4,2:01,3.0,19.0,ATL 16,30.0,27.0,Kirk Cousins pass complete short right to Tyler Allgeier for 4 yards (tackle by Zyon McCollum),-2.14,-2.03,5.0,2024,65
4,1:52,4.0,15.0,ATL 20,30.0,27.0,Kirk Cousins pass short right intended for Darnell Mooney is intercepted by Lavonte David at ATL-35 and returned for 7 yards (tackle by Tyler Allgeier),-2.03,-3.71,5.0,2024,65
4,1:44,1.0,10.0,ATL 28,30.0,27.0,Rachaad White left end for -3 yards (tackle by James Smith-Williams),3.71,2.76,5.0,2024,65
4,1:39,,,,,,Timeout #1 by Atlanta Falcons,,,5.0,2024,65
4,1:39,2.0,13.0,ATL 31,30.0,27.0,"Bucky Irving left tackle for no gain (tackle by Kaden Elliss). Penalty on Graham Barton: Offensive Holding, 10 yards (accepted) (no play)",2.76,1.41,5.0,2024,65
4,1:33,2.0,23.0,ATL 41,30.0,27.0,Baker Mayfield pass complete short left to Rachaad White for -2 yards (tackle by Justin Simmons and Kaden Elliss),1.41,0.5,5.0,2024,65
4,1:26,,,,,,Timeout #2 by Atlanta Falcons,,,5.0,2024,65
4,1:26,3.0,25.0,ATL 43,30.0,27.0,Bucky Irving left tackle for 1 yard (tackle by Matt Judon),0.5,0.46,5.0,2024,65
4,1:21,,,,,,Timeout #3 by Atlanta Falcons,,,5.0,2024,65
4,1:21,4.0,24.0,ATL 42,30.0,27.0,"Trenton Gill punts 42 yards, touchback.",0.46,-0.28,5.0,2024,65
4,1:14,1.0,10.0,ATL 20,30.0,27.0,Kirk Cousins pass complete short right to Kyle Pitts for 5 yards (tackle by Zyon McCollum),0.28,0.41,5.0,2024,65
4,1:08,2.0,5.0,ATL 25,30.0,27.0,Kirk Cousins pass complete deep middle to Darnell Mooney for 17 yards (tackle by Tykee Smith),0.41,1.73,5.0,2024,65
4,0:46,1.0,10.0,ATL 42,30.0,27.0,"Kirk Cousins pass complete short left to Ray-Ray McCloud for 9 yards. Ray-Ray McCloud fumbles, ball out of bounds at TB-49 (forced by Tykee Smith). Ray-Ray McCloud fumbles out of bounds",1.73,2.4,5.0,2024,65
4,0:22,2.0,1.0,TAM 49,30.0,27.0,Kirk Cousins spiked the ball,2.4,1.69,5.0,2024,65
4,0:21,3.0,1.0,TAM 49,30.0,27.0,Kirk Cousins pass complete short left to Drake London for 6 yards (tackle by Jamel Dean),1.69,2.72,5.0,2024,65
