Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Deshaun Watson,CLE,15,28,125,6.0,17.1,209,7.5,63,4.2,2.3,62,4.1,2,7.4%,6,22.2%,7,12,1,3,11,28.9%,3,4.7,5.0,2024,70
Jameis Winston,CLE,1,1,16,1.0,100.0,-2,-2.0,-2,-2.0,-2.0,18,18.0,0,0.0%,0,0.0%,0,1,0,0,0,0.0%,0,,5.0,2024,70
Jayden Daniels,WAS,14,25,238,8.0,28.6,301,12.0,148,10.6,5.9,90,6.4,2,8.0%,5,20.0%,3,15,0,0,3,8.8%,6,13.3,5.0,2024,70
Marcus Mariota,WAS,1,3,-2,,,8,2.7,-2,-2.0,-0.7,0,0.0,0,0.0%,0,0.0%,0,1,1,0,1,33.3%,0,,5.0,2024,70
