Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Andy Dalton,CAR,18,28,136,6,19.4,212,7.6,85,4.7,3.0,51,2.8,1,3.6%,5,17.9%,3,9,1,4,8,25.0%,1,3.0,5.0,2024,68
Bryce Young,CAR,4,7,58,3,37.5,59,8.4,35,8.8,5.0,23,5.8,0,0.0%,1,14.3%,1,1,2,0,3,33.3%,1,8.0,5.0,2024,68
Caleb Williams,CHI,20,29,304,12,40.0,208,7.2,122,6.1,4.2,182,9.1,0,0.0%,6,21.4%,1,12,0,1,2,5.7%,5,6.8,5.0,2024,68
