Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Derek Carr,NOR,18,28,165,9,31.0,350,12.5,120,6.7,4.3,45,2.5,1,3.8%,6,23.1%,1,11,6,4,11,37.9%,0,,5.0,2024,78
Jake Haener,NOR,2,7,17,2,28.6,54,7.7,7,3.5,1.0,10,5.0,1,16.7%,1,16.7%,0,3,1,4,5,55.6%,2,5.5,5.0,2024,78
Patrick Mahomes,KAN,28,39,331,15,36.6,169,4.3,78,2.8,2.0,253,9.0,0,0.0%,5,14.7%,2,8,3,4,9,20.5%,3,8.3,5.0,2024,78
