Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Lamar Jackson,BAL,0,0,0,0,0,5.0,2024,69
Derrick Henry,BAL,1,1,4,0,4,5.0,2024,69
Justice Hill,BAL,2,1,8,0,8,5.0,2024,69
Zay Flowers,BAL,12,7,111,0,26,5.0,2024,69
Charlie Kolar,BAL,4,3,64,1,55,5.0,2024,69
Rashod Bateman,BAL,8,4,58,1,18,5.0,2024,69
Mark Andrews,BAL,5,4,55,0,27,5.0,2024,69
Tylan Wallace,BAL,2,2,31,0,19,5.0,2024,69
Isaiah Likely,BAL,3,3,13,2,6,5.0,2024,69
Nelson Agholor,BAL,4,1,4,0,4,5.0,2024,69
Joe Burrow,CIN,0,0,0,0,0,5.0,2024,69
Chase Brown,CIN,3,3,8,1,4,5.0,2024,69
Zack Moss,CIN,4,3,28,0,14,5.0,2024,69
Ja'Marr Chase,CIN,12,10,193,2,70,5.0,2024,69
Tee Higgins,CIN,14,9,83,2,17,5.0,2024,69
Andrei Iosivas,CIN,2,1,39,0,39,5.0,2024,69
Mike Gesicki,CIN,2,2,31,0,19,5.0,2024,69
Erick All,CIN,2,2,10,0,5,5.0,2024,69
