Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Rico Dowdle,DAL,20,87,0,6.0,52,2.6,35,1.8,3,6.7,5.0,2024,77
Ezekiel Elliott,DAL,6,17,0,2.0,10,1.7,7,1.2,0,,5.0,2024,77
Hunter Luepke,DAL,2,6,0,1.0,6,3.0,0,0.0,0,,5.0,2024,77
CeeDee Lamb,DAL,1,2,0,0.0,0,0.0,2,2.0,0,,5.0,2024,77
Dak Prescott,DAL,1,3,0,0.0,3,3.0,0,0.0,0,,5.0,2024,77
KaVontae Turpin,DAL,1,-6,0,0.0,-6,-6.0,0,0.0,0,,5.0,2024,77
Najee Harris,PIT,14,42,0,4.0,21,1.5,21,1.5,0,,5.0,2024,77
Justin Fields,PIT,6,27,0,2.0,22,3.7,5,0.8,0,,5.0,2024,77
Aaron Shampklin,PIT,4,14,0,,7,1.8,7,1.8,0,,5.0,2024,77
Jonathan Ward,PIT,2,9,0,,7,3.5,2,1.0,0,,5.0,2024,77
