Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Josh Allen,BUF,9,30,131,5,16.1,370,12.3,28,3.1,0.9,103,11.4,4,13.8%,12,41.4%,1,10,2,8,11,31.4%,4,13.5,5.0,2024,67
C.J. Stroud,HOU,28,38,331,13,33.3,241,6.3,150,5.4,3.9,181,6.5,4,11.4%,2,5.7%,1,9,1,6,8,19.0%,3,9.0,5.0,2024,67
