Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Aidan O'Connell,LVR,10,20,94,6,28.6,184,9.2,62,6.2,3.1,32,3.2,1,5.3%,7,36.8%,1,2,7,3,11,52.4%,0,,5.0,2024,74
Gardner Minshew II,LVR,12,17,137,7,36.8,131,7.7,43,3.6,2.5,94,7.8,0,0.0%,3,17.6%,2,8,0,0,2,9.5%,2,11.0,5.0,2024,74
Bo Nix,DEN,19,27,206,9,30.0,144,5.3,59,3.1,2.2,147,7.7,1,3.8%,3,11.5%,3,10,1,1,5,15.6%,2,6.0,5.0,2024,74
