Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Sam Howell,WAS,0,0,0,0,0,6.0,2023,82
Brian Robinson Jr.,WAS,2,2,25,1,24,6.0,2023,82
Chris Rodriguez,WAS,0,0,0,0,0,6.0,2023,82
Antonio Gibson,WAS,1,1,1,1,1,6.0,2023,82
Terry McLaurin,WAS,11,6,81,0,22,6.0,2023,82
Curtis Samuel,WAS,4,4,42,1,16,6.0,2023,82
Logan Thomas,WAS,1,1,2,0,2,6.0,2023,82
Dyami Brown,WAS,1,0,0,0,0,6.0,2023,82
Jahan Dotson,WAS,1,0,0,0,0,6.0,2023,82
Desmond Ridder,ATL,0,0,0,0,0,6.0,2023,82
Tyler Allgeier,ATL,1,0,0,0,0,6.0,2023,82
Bijan Robinson,ATL,8,5,43,0,22,6.0,2023,82
Drake London,ATL,12,9,125,0,32,6.0,2023,82
Kyle Pitts,ATL,6,4,43,1,19,6.0,2023,82
Mack Hollins,ATL,4,3,41,0,18,6.0,2023,82
Jonnu Smith,ATL,5,4,36,1,17,6.0,2023,82
MyCole Pruitt,ATL,2,1,9,0,9,6.0,2023,82
Cordarrelle Patterson,ATL,1,1,6,0,6,6.0,2023,82
Scott Miller,ATL,2,1,4,0,4,6.0,2023,82
Van Jefferson,ATL,2,0,0,0,0,6.0,2023,82
KhaDarel Hodge,ATL,1,0,0,0,0,6.0,2023,82
