Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Geno Smith,SEA,4,20,0,11,6.0,2023,85
Kenneth Walker III,SEA,19,62,1,21,6.0,2023,85
Zach Charbonnet,SEA,2,5,0,3,6.0,2023,85
Tyler Lockett,SEA,0,0,0,0,6.0,2023,85
D.K. Metcalf,SEA,0,0,0,0,6.0,2023,85
Jaxon Smith-Njigba,SEA,0,0,0,0,6.0,2023,85
Jake Bobo,SEA,0,0,0,0,6.0,2023,85
Colby Parkinson,SEA,0,0,0,0,6.0,2023,85
Noah Fant,SEA,0,0,0,0,6.0,2023,85
Will Dissly,SEA,0,0,0,0,6.0,2023,85
DeeJay Dallas,SEA,0,0,0,0,6.0,2023,85
Joe Burrow,CIN,2,4,0,5,6.0,2023,85
Joe Mixon,CIN,12,38,0,5,6.0,2023,85
Chase Brown,CIN,1,4,0,4,6.0,2023,85
Ja'Marr Chase,CIN,0,0,0,0,6.0,2023,85
Tyler Boyd,CIN,0,0,0,0,6.0,2023,85
Tee Higgins,CIN,0,0,0,0,6.0,2023,85
Irv Smith Jr.,CIN,0,0,0,0,6.0,2023,85
Drew Sample,CIN,0,0,0,0,6.0,2023,85
Trayveon Williams,CIN,0,0,0,0,6.0,2023,85
Andrei Iosivas,CIN,0,0,0,0,6.0,2023,85
