Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Dak Prescott,DAL,0,0,0,0,0,18.0,2023,267
Cooper Rush,DAL,0,0,0,0,0,18.0,2023,267
Tony Pollard,DAL,2,2,16,0,12,18.0,2023,267
Rico Dowdle,DAL,4,3,54,0,32,18.0,2023,267
CeeDee Lamb,DAL,13,13,98,2,15,18.0,2023,267
KaVontae Turpin,DAL,0,0,0,0,0,18.0,2023,267
Brandin Cooks,DAL,8,6,39,1,15,18.0,2023,267
Jake Ferguson,DAL,6,6,69,0,16,18.0,2023,267
Peyton Hendershot,DAL,1,1,24,0,24,18.0,2023,267
Jalen Tolbert,DAL,3,2,8,1,5,18.0,2023,267
Jalen Brooks,DAL,1,1,1,0,1,18.0,2023,267
Michael Gallup,DAL,2,0,0,0,0,18.0,2023,267
Sam Howell,WAS,1,1,4,0,4,18.0,2023,267
Dyami Brown,WAS,0,0,0,0,0,18.0,2023,267
Brian Robinson Jr.,WAS,3,3,10,1,11,18.0,2023,267
Curtis Samuel,WAS,4,2,15,0,9,18.0,2023,267
Antonio Gibson,WAS,4,3,28,0,13,18.0,2023,267
Derrick Gore,WAS,0,0,0,0,0,18.0,2023,267
Terry McLaurin,WAS,8,6,56,0,19,18.0,2023,267
Jahan Dotson,WAS,3,2,17,0,11,18.0,2023,267
Alex Armah,WAS,1,1,10,0,10,18.0,2023,267
Logan Thomas,WAS,2,1,9,0,9,18.0,2023,267
Jamison Crowder,WAS,1,1,8,0,8,18.0,2023,267
John Bates,WAS,1,0,0,0,0,18.0,2023,267
