Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Terrel Bernard,BUF,0,3,3,100.0%,29.0,9.7,9.7,0.0,106.9,9.0,27.0,2.0,0,0,0,0.0,0,9,1,10.0%,18.0,2023,272
Jordan Poyer,BUF,0,3,3,100.0%,35.0,11.7,11.7,0.0,115.3,11.0,33.0,2.0,1,0,0,0.0,0,6,1,14.3%,18.0,2023,272
Taron Johnson,BUF,0,3,3,100.0%,18.0,6.0,6.0,0.0,91.7,0.3,1.0,17.0,2,0,0,0.0,0,9,0,0.0%,18.0,2023,272
Dane Jackson,BUF,0,5,3,60.0%,33.0,11.0,6.6,0.0,79.6,11.4,28.0,5.0,0,0,0,0.0,0,3,0,0.0%,18.0,2023,272
Christian Benford,BUF,1,2,1,50.0%,3.0,3.0,1.5,1.0,56.2,21.5,3.0,0.0,0,0,0,0.0,0,3,0,0.0%,18.0,2023,272
Rasul Douglas,BUF,0,2,1,50.0%,18.0,18.0,9.0,0.0,81.2,8.5,9.0,9.0,0,0,0,0.0,0,0,0,,18.0,2023,272
Baylon Spector,BUF,0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,1.0,1.0,7.0,0,0,0,0.0,0,4,0,0.0%,18.0,2023,272
Micah Hyde,BUF,0,4,1,25.0%,6.0,6.0,1.5,0.0,39.6,17.3,5.0,1.0,0,0,0,0.0,0,2,2,50.0%,18.0,2023,272
Taylor Rapp,BUF,1,3,1,33.3%,23.0,23.0,7.7,0.0,22.2,20.0,20.0,3.0,0,0,0,0.0,0,1,0,0.0%,18.0,2023,272
Leonard Floyd,BUF,0,0,0,,,,,,,,,,0,3,0,0.0,3,1,0,0.0%,18.0,2023,272
Gregory Rousseau,BUF,0,0,0,,,,,,,,,,0,0,2,0.0,2,1,0,0.0%,18.0,2023,272
Ed Oliver,BUF,0,0,0,,,,,,,,,,0,2,0,0.0,2,1,0,0.0%,18.0,2023,272
DaQuan Jones,BUF,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,0,0.0%,18.0,2023,272
Tyrel Dodson,BUF,0,1,0,0.0%,,,0.0,,39.6,-1.0,,,0,0,0,1.0,1,3,0,0.0%,18.0,2023,272
Eli Apple,MIA,1,9,7,77.8%,78.0,11.1,8.7,1.0,100.2,12.0,77.0,1.0,0,0,0,0.0,0,8,0,0.0%,18.0,2023,272
David Long,MIA,0,5,5,100.0%,33.0,6.6,6.6,0.0,94.2,1.8,9.0,24.0,7,1,0,0.0,1,10,1,9.1%,18.0,2023,272
DeShon Elliott,MIA,1,7,5,71.4%,52.0,10.4,7.4,1.0,92.6,11.0,31.0,21.0,0,0,0,0.0,0,10,0,0.0%,18.0,2023,272
Jerome Baker,MIA,0,3,3,100.0%,15.0,5.0,5.0,0.0,87.5,2.7,8.0,7.0,2,0,0,0.0,0,9,1,10.0%,18.0,2023,272
Jalen Ramsey,MIA,0,4,3,75.0%,40.0,13.3,10.0,0.0,106.2,16.0,19.0,21.0,1,0,0,0.0,0,4,0,0.0%,18.0,2023,272
Brandon Jones,MIA,0,3,3,100.0%,76.0,25.3,25.3,0.0,118.7,9.3,28.0,48.0,2,0,0,0.0,0,8,0,0.0%,18.0,2023,272
Duke Riley,MIA,0,2,2,100.0%,11.0,5.5,5.5,0.0,89.6,4.5,9.0,2.0,5,0,0,0.0,0,3,0,0.0%,18.0,2023,272
Melvin Ingram,MIA,0,1,1,100.0%,26.0,26.0,26.0,0.0,118.7,21.0,21.0,5.0,0,1,0,1.5,3,5,0,0.0%,18.0,2023,272
Kader Kohou,MIA,0,2,1,50.0%,28.0,28.0,14.0,0.0,95.8,12.0,21.0,7.0,0,0,0,0.0,0,1,0,0.0%,18.0,2023,272
Christian Wilkins,MIA,0,0,0,,,,,,,,,,0,2,2,1.0,5,5,0,0.0%,18.0,2023,272
Zach Sieler,MIA,0,0,0,,,,,,,,,,0,0,1,0.5,2,7,2,22.2%,18.0,2023,272
Jevon Holland,MIA,0,0,0,,,,,,,,,,4,1,0,0.0,1,1,0,0.0%,18.0,2023,272
Cameron Goode,MIA,0,0,0,,,,,,,,,,1,0,1,0.0,1,2,1,33.3%,18.0,2023,272
Andrew Van Ginkel,MIA,0,0,0,,,,,,,,,,1,0,1,0.0,1,1,0,0.0%,18.0,2023,272
Emmanuel Ogbah,MIA,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,1,20.0%,18.0,2023,272
Nik Needham,MIA,0,1,0,0.0%,,,0.0,,39.6,23.0,,,0,0,0,0.0,0,0,0,,18.0,2023,272
