Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Trevor Lawrence,JAX,3,10,0,8,18.0,2023,263
Travis Etienne,JAX,16,57,0,12,18.0,2023,263
Tank Bigsby,JAX,3,16,0,8,18.0,2023,263
Calvin Ridley,JAX,0,0,0,0,18.0,2023,263
Evan Engram,JAX,0,0,0,0,18.0,2023,263
Zay Jones,JAX,0,0,0,0,18.0,2023,263
Parker Washington,JAX,0,0,0,0,18.0,2023,263
Tim Jones,JAX,0,0,0,0,18.0,2023,263
D'Ernest Johnson,JAX,1,-1,0,-1,18.0,2023,263
Ryan Tannehill,TEN,3,-3,0,-1,18.0,2023,263
DeAndre Hopkins,TEN,0,0,0,0,18.0,2023,263
Derrick Henry,TEN,19,153,1,69,18.0,2023,263
Tyjae Spears,TEN,3,25,1,22,18.0,2023,263
Chigoziem Okonkwo,TEN,0,0,0,0,18.0,2023,263
Chris Moore,TEN,0,0,0,0,18.0,2023,263
Kyle Philips,TEN,0,0,0,0,18.0,2023,263
Kevin Rader,TEN,0,0,0,0,18.0,2023,263
Ty Zentner,TEN,1,0,0,0,18.0,2023,263
