Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Nick Allegretti,G,58,100%,0,0%,3,11%,0,Chiefs,18.0,2023,269
Mecole Hardman,WR,58,100%,0,0%,0,0%,0,Chiefs,18.0,2023,269
Blaine Gabbert,QB,58,100%,0,0%,0,0%,0,Chiefs,18.0,2023,269
Lucas Niang,T,57,98%,0,0%,3,11%,0,Chiefs,18.0,2023,269
Mike Caliendo,G,57,98%,0,0%,3,11%,0,Chiefs,18.0,2023,269
Richie James,WR,48,83%,0,0%,9,33%,0,Chiefs,18.0,2023,269
La'Mical Perine,RB,47,81%,0,0%,15,56%,0,Chiefs,18.0,2023,269
Blake Bell,TE,41,71%,0,0%,9,33%,0,Chiefs,18.0,2023,269
Justyn Ross,WR,38,66%,0,0%,6,22%,0,Chiefs,18.0,2023,269
Noah Gray,TE,27,47%,0,0%,10,37%,0,Chiefs,18.0,2023,269
Creed Humphrey,C,27,47%,0,0%,3,11%,0,Chiefs,18.0,2023,269
Trey Smith,G,25,43%,0,0%,3,11%,0,Chiefs,18.0,2023,269
Joe Thuney,G,25,43%,0,0%,0,0%,0,Chiefs,18.0,2023,269
Wanya Morris,T,24,41%,0,0%,2,7%,0,Chiefs,18.0,2023,269
Jawaan Taylor,T,19,33%,0,0%,3,11%,0,Chiefs,18.0,2023,269
Justin Watson,WR,18,31%,0,0%,4,15%,0,Chiefs,18.0,2023,269
Clyde Edwards-Helaire,RB,11,19%,0,0%,0,0%,0,Chiefs,18.0,2023,269
Jack Cochrane,LB,0,0%,83,100%,23,85%,0,Chiefs,18.0,2023,269
Joshua Williams,CB,0,0%,83,100%,10,37%,0,Chiefs,18.0,2023,269
Cam Jones,LB,0,0%,79,95%,22,81%,0,Chiefs,18.0,2023,269
Chamarri Conner,FS,0,0%,78,94%,16,59%,0,Chiefs,18.0,2023,269
Jaylen Watson,CB,0,0%,68,82%,1,4%,0,Chiefs,18.0,2023,269
Nic Jones,CB,0,0%,67,81%,23,85%,0,Chiefs,18.0,2023,269
Deon Bush,SS,0,0%,66,80%,24,89%,0,Chiefs,18.0,2023,269
Felix Anudike-Uzomah,DE,0,0%,61,73%,1,4%,0,Chiefs,18.0,2023,269
Malik Herring,DE,0,0%,55,66%,5,19%,0,Chiefs,18.0,2023,269
Tershawn Wharton,DT,0,0%,54,65%,5,19%,0,Chiefs,18.0,2023,269
Chris Jones,DT,0,0%,46,55%,0,0%,0,Chiefs,18.0,2023,269
BJ Thompson,DE,0,0%,28,34%,16,59%,0,Chiefs,18.0,2023,269
Leo Chenal,LB,0,0%,26,31%,20,74%,0,Chiefs,18.0,2023,269
Mike Edwards,FS,0,0%,26,31%,2,7%,0,Chiefs,18.0,2023,269
Matt Dickerson,DT,0,0%,25,30%,1,4%,0,Chiefs,18.0,2023,269
Charles Omenihu,DE,0,0%,24,29%,0,0%,0,Chiefs,18.0,2023,269
Derrick Nnadi,DT,0,0%,16,19%,5,19%,0,Chiefs,18.0,2023,269
Ekow Boye-Doe,CB,0,0%,15,18%,21,78%,0,Chiefs,18.0,2023,269
Neil Farrell,DT,0,0%,13,16%,0,0%,0,Chiefs,18.0,2023,269
Tommy Townsend,P,0,0%,0,0%,10,37%,0,Chiefs,18.0,2023,269
James Winchester,LS,0,0%,0,0%,10,37%,0,Chiefs,18.0,2023,269
Harrison Butker,K,0,0%,0,0%,7,26%,0,Chiefs,18.0,2023,269
Drue Tranquill,LB,0,0%,0,0%,2,7%,0,Chiefs,18.0,2023,269
