Player,Pos,home_team,team,week,year,game_id
Jared Goff,QB,1,Lions,18.0,2023,262
David Montgomery,RB,1,Lions,18.0,2023,262
Amon-Ra St. Brown,WR,1,Lions,18.0,2023,262
Josh Reynolds,WR,1,Lions,18.0,2023,262
Sam LaPorta,TE,1,Lions,18.0,2023,262
James Mitchell,TE,1,Lions,18.0,2023,262
Graham Glasgow,OL,1,Lions,18.0,2023,262
Penei Sewell,T,1,Lions,18.0,2023,262
Taylor Decker,T,1,Lions,18.0,2023,262
Jonah Jackson,G,1,Lions,18.0,2023,262
Frank Ragnow,C,1,Lions,18.0,2023,262
Aidan Hutchinson,DL,1,Lions,18.0,2023,262
Benito Jones,DL,1,Lions,18.0,2023,262
Alim McNeill,DL,1,Lions,18.0,2023,262
Josh Paschal,DL,1,Lions,18.0,2023,262
Derrick Barnes,LB,1,Lions,18.0,2023,262
Jack Campbell,LB,1,Lions,18.0,2023,262
Alex Anzalone,LB,1,Lions,18.0,2023,262
Cameron Sutton,CB,1,Lions,18.0,2023,262
Kindle Vildor,CB,1,Lions,18.0,2023,262
Ifeatu Melifonwu,S,1,Lions,18.0,2023,262
Kerby Joseph,S,1,Lions,18.0,2023,262
