Quarter,Time,Down,ToGo,Location,PIT,BAL,Detail,EPB,EPA,week,year,game_id
4.0,10:18,4.0,8.0,PIT 49,14.0,7.0,"Jordan Stout punts 40 yards, returned by Calvin Austin for 34 yards (tackle by Brandon Stephens)",0.0,-1.8,18.0,2023,257
4.0,10:03,1.0,10.0,PIT 43,14.0,7.0,Jaylen Warren left tackle for 4 yards (tackle by Michael Pierce),1.8,1.79,18.0,2023,257
4.0,9:25,2.0,6.0,PIT 47,14.0,7.0,"Jaylen Warren right tackle for no gain. Jaylen Warren fumbles (forced by Jeremiah Moon), recovered by Broderick Jones at PIT-47",1.79,1.09,18.0,2023,257
4.0,8:23,3.0,6.0,PIT 47,14.0,7.0,Mason Rudolph pass complete short right to Najee Harris for no gain (tackle by Trenton Simpson),1.09,-0.26,18.0,2023,257
4.0,7:50,4.0,6.0,PIT 47,14.0,7.0,"Pressley Harvin punts 53 yards, touchback.",-0.26,-0.28,18.0,2023,257
4.0,7:41,1.0,10.0,BAL 20,14.0,7.0,Gus Edwards right guard for 7 yards (tackle by Keeanu Benton and Myles Jack),0.28,0.68,18.0,2023,257
4.0,7:19,2.0,3.0,BAL 27,14.0,7.0,"Gus Edwards left guard for 5 yards. Gus Edwards fumbles (forced by Eric Rowe), recovered by Markus Golden at BAL-32",0.68,-3.45,18.0,2023,257
4.0,7:14,1.0,10.0,BAL 32,14.0,7.0,Najee Harris right tackle for 9 yards (tackle by Marcus Williams and Jeremiah Moon),3.45,4.12,18.0,2023,257
4.0,6:32,2.0,1.0,BAL 23,14.0,7.0,Najee Harris left guard for 8 yards (tackle by Patrick Queen and Rock Ya-Sin),4.12,4.58,18.0,2023,257
4.0,5:44,,,,,,Timeout #1 by Pittsburgh Steelers,,,18.0,2023,257
4.0,5:44,1.0,10.0,BAL 15,14.0,7.0,Najee Harris left guard for 5 yards (tackle by Trenton Simpson),4.58,4.84,18.0,2023,257
4.0,4:58,2.0,5.0,BAL 10,14.0,7.0,Najee Harris left guard for 2 yards (tackle by Michael Pierce and Brent Urban),4.84,4.45,18.0,2023,257
4.0,4:52,,,,,,Timeout #1 by Baltimore Ravens,,,18.0,2023,257
4.0,4:52,3.0,3.0,BAL 8,14.0,7.0,Mason Rudolph pass complete short right to Najee Harris for 3 yards (tackle by Patrick Queen and Brandon Stephens),4.45,6.06,18.0,2023,257
4.0,4:09,1.0,5.0,BAL 5,14.0,7.0,Najee Harris right guard for -1 yards (tackle by Michael Pierce),6.06,4.95,18.0,2023,257
4.0,3:28,2.0,6.0,BAL 6,14.0,7.0,Najee Harris up the middle for 4 yards (tackle by Travis Jones and Marcus Williams),4.95,4.95,18.0,2023,257
4.0,3:22,,,,,,Timeout #2 by Baltimore Ravens,,,18.0,2023,257
4.0,3:22,3.0,2.0,BAL 2,14.0,7.0,Jaylen Warren left end for -5 yards (tackle by Trenton Simpson),4.95,2.97,18.0,2023,257
4.0,3:17,,,,,,Timeout #3 by Baltimore Ravens,,,18.0,2023,257
4.0,3:17,4.0,7.0,BAL 7,17.0,7.0,Chris Boswell 25 yard field goal good,2.97,3.0,18.0,2023,257
4.0,3:13,,,PIT 35,17.0,7.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,257
4.0,3:13,1.0,10.0,BAL 25,17.0,7.0,Tyler Huntley pass complete short middle to Nelson Agholor for 5 yards (tackle by Eric Rowe),0.61,0.74,18.0,2023,257
4.0,2:57,2.0,5.0,BAL 30,17.0,7.0,Tyler Huntley pass complete short middle to Justice Hill for 19 yards (tackle by Alex Highsmith),0.74,2.19,18.0,2023,257
4.0,2:30,1.0,10.0,BAL 49,17.0,7.0,Tyler Huntley pass complete short middle to Charlie Kolar for 6 yards (tackle by Eric Rowe and Miles Killebrew),2.19,2.46,18.0,2023,257
4.0,2:14,2.0,4.0,PIT 45,17.0,7.0,Tyler Huntley scrambles right end for 3 yards (tackle by Keeanu Benton),2.46,2.15,18.0,2023,257
4.0,2:08,3.0,1.0,PIT 42,17.0,7.0,Tyler Huntley pass incomplete short left intended for Justice Hill,2.15,0.46,18.0,2023,257
4.0,2:03,4.0,1.0,PIT 42,17.0,7.0,Tyler Huntley scrambles up the middle for 6 yards (tackle by Eric Rowe),0.46,3.18,18.0,2023,257
4.0,1:58,1.0,10.0,PIT 36,17.0,7.0,Tyler Huntley scrambles up the middle for 11 yards (tackle by Eric Rowe),3.18,3.91,18.0,2023,257
4.0,1:36,1.0,10.0,PIT 25,17.0,7.0,Tyler Huntley pass complete short middle to Tylan Wallace for 11 yards (tackle by Myles Jack),3.91,4.65,18.0,2023,257
4.0,1:20,1.0,10.0,PIT 14,17.0,7.0,Tyler Huntley scrambles right end for 5 yards (tackle by Miles Killebrew),4.65,4.9,18.0,2023,257
4.0,0:53,2.0,5.0,PIT 9,17.0,7.0,Tyler Huntley pass incomplete short right,4.9,4.05,18.0,2023,257
4.0,0:45,,,,,,Timeout #2 by Pittsburgh Steelers,,,18.0,2023,257
4.0,0:45,3.0,5.0,PIT 9,17.0,7.0,Tyler Huntley sacked by Markus Golden for -9 yards,4.05,2.25,18.0,2023,257
4.0,0:20,,,,,,Timeout #3 by Pittsburgh Steelers,,,18.0,2023,257
4.0,0:20,4.0,14.0,PIT 18,17.0,10.0,Justin Tucker 36 yard field goal good,2.25,3.0,18.0,2023,257
4.0,0:16,,,BAL 35,17.0,10.0,"Justin Tucker kicks onside 10 yards, returned by Connor Heyward for no gain",0.0,2.59,18.0,2023,257
4.0,0:15,1.0,10.0,BAL 45,17.0,10.0,Mason Rudolph kneels for -1 yards,2.59,1.91,18.0,2023,257
