Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Chiefs,1.0,-3.31,-5.82,2.51,-0.61,8.89,8.57,0.32,11.26,-1.81,-3.69,2.5,2.44,-2.02,-1.04,18.0,2023,269
Chargers,-1.0,-8.89,-8.57,-0.32,-11.26,3.31,5.82,-2.51,0.61,1.81,-2.5,3.69,2.02,-2.44,1.04,18.0,2023,269
