Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Jarrett Stidham,DEN,3,2,0,3,18.0,2023,268
Javonte Williams,DEN,9,32,1,11,18.0,2023,268
Samaje Perine,DEN,3,7,0,5,18.0,2023,268
Jaleel McLaughlin,DEN,4,6,0,6,18.0,2023,268
Marvin Mims,DEN,1,1,0,1,18.0,2023,268
Brandon Johnson,DEN,0,0,0,0,18.0,2023,268
Jerry Jeudy,DEN,0,0,0,0,18.0,2023,268
Adam Trautman,DEN,0,0,0,0,18.0,2023,268
Courtland Sutton,DEN,0,0,0,0,18.0,2023,268
Lil'Jordan Humphrey,DEN,0,0,0,0,18.0,2023,268
Lucas Krull,DEN,0,0,0,0,18.0,2023,268
Aidan O'Connell,LVR,4,1,0,2,18.0,2023,268
Jimmy Garoppolo,LVR,0,0,0,0,18.0,2023,268
Zamir White,LVR,25,112,0,25,18.0,2023,268
Tre Tucker,LVR,1,11,0,11,18.0,2023,268
Jakobi Meyers,LVR,1,5,1,5,18.0,2023,268
Davante Adams,LVR,0,0,0,0,18.0,2023,268
Austin Hooper,LVR,0,0,0,0,18.0,2023,268
Ameer Abdullah,LVR,0,0,0,0,18.0,2023,268
DeAndre Carter,LVR,0,0,0,0,18.0,2023,268
