0,1,week,year,game_id
Won Toss,Seahawks (deferred),18.0,2023,266
Roof,retractable roof (closed),18.0,2023,266
Surface,grass,18.0,2023,266
Duration,2:59,18.0,2023,266
Attendance,63197,18.0,2023,266
Vegas Line,Seattle Seahawks -3.0,18.0,2023,266
Over/Under,47.5 (under),18.0,2023,266
