#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,DEN 32,3,1:09,-1,Punt,0,Broncos,18.0,2023,268
2,1,12:16,DEN 11,5,2:29,12,Punt,0,Broncos,18.0,2023,268
3,1,1:44,DEN 16,11,6:10,84,Touchdown,0,Broncos,18.0,2023,268
4,2,7:09,DEN 25,6,3:50,2,Punt,0,Broncos,18.0,2023,268
5,2,2:22,DEN 39,3,0:39,-5,Punt,0,Broncos,18.0,2023,268
6,2,0:07,DEN 25,1,0:07,-1,End of Half,0,Broncos,18.0,2023,268
7,3,13:52,DEN 29,6,3:57,16,Punt,0,Broncos,18.0,2023,268
8,3,8:25,DEN 13,10,5:00,51,Downs,0,Broncos,18.0,2023,268
9,4,14:53,DEN 25,8,4:44,75,Touchdown,0,Broncos,18.0,2023,268
10,4,2:20,DEN 25,6,1:19,32,Interception,0,Broncos,18.0,2023,268
