Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
CeeDee Lamb,DAL,13,13,98,2,7.0,56,4.3,42,3.2,4.3,1,13.0,0,0.0,0,137.7,18.0,2023,267
Brandin Cooks,DAL,8,6,39,1,5.0,38,6.3,1,0.2,9.9,0,,1,12.5,0,124.5,18.0,2023,267
Jake Ferguson,DAL,6,6,69,0,5.0,25,4.2,44,7.3,4.2,0,,0,0.0,0,114.6,18.0,2023,267
Rico Dowdle,DAL,4,3,54,0,2.0,-7,-2.3,61,20.3,-1.5,0,,1,25.0,0,116.7,18.0,2023,267
Jalen Tolbert,DAL,3,2,8,1,2.0,8,4.0,0,0.0,10.0,0,,0,0.0,0,109.7,18.0,2023,267
Tony Pollard,DAL,2,2,16,0,1.0,14,7.0,2,1.0,7.0,0,,0,0.0,0,100.0,18.0,2023,267
Jalen Brooks,DAL,1,1,1,0,,0,0.0,1,1.0,0.0,0,,0,0.0,0,79.2,18.0,2023,267
Peyton Hendershot,DAL,1,1,24,0,1.0,-1,-1.0,25,25.0,-1.0,0,,0,0.0,0,118.7,18.0,2023,267
Michael Gallup,DAL,2,0,0,0,,0,,0,,8.0,0,,0,0.0,1,0.0,18.0,2023,267
Terry McLaurin,WAS,8,6,56,0,3.0,-1,-0.2,57,9.5,7.6,1,6.0,0,0.0,1,54.2,18.0,2023,267
Antonio Gibson,WAS,4,3,28,0,2.0,9,3.0,19,6.3,2.3,0,,0,0.0,0,93.7,18.0,2023,267
Brian Robinson Jr.,WAS,3,3,10,1,2.0,-4,-1.3,14,4.7,-1.3,1,3.0,0,0.0,0,120.1,18.0,2023,267
Jahan Dotson,WAS,3,2,17,0,1.0,2,1.0,15,7.5,7.3,0,,0,0.0,0,81.2,18.0,2023,267
Curtis Samuel,WAS,4,2,15,0,0.0,5,2.5,10,5.0,8.3,0,,0,0.0,1,19.8,18.0,2023,267
Sam Howell,WAS,1,1,4,0,0.0,1,1.0,3,3.0,1.0,0,,0,0.0,0,83.3,18.0,2023,267
Alex Armah,WAS,1,1,10,0,1.0,-5,-5.0,15,15.0,-5.0,0,,0,0.0,0,108.3,18.0,2023,267
Jamison Crowder,WAS,1,1,8,0,,-5,-5.0,13,13.0,-5.0,0,,0,0.0,0,100.0,18.0,2023,267
Logan Thomas,WAS,2,1,9,0,,9,9.0,0,0.0,6.0,0,,0,0.0,0,62.5,18.0,2023,267
John Bates,WAS,1,0,0,0,,0,,0,,30.0,0,,0,0.0,0,39.6,18.0,2023,267
