Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Carson Wentz,LAR,17,56,1,12,18.0,2023,271
Ronnie Rivers,LAR,13,52,0,10,18.0,2023,271
Zach Evans,LAR,1,3,0,3,18.0,2023,271
Royce Freeman,LAR,4,2,0,4,18.0,2023,271
Brycen Hopkins,LAR,0,0,0,0,18.0,2023,271
Puka Nacua,LAR,0,0,0,0,18.0,2023,271
Davis Allen,LAR,0,0,0,0,18.0,2023,271
Ben Skowronek,LAR,0,0,0,0,18.0,2023,271
Tyler Johnson,LAR,0,0,0,0,18.0,2023,271
Tutu Atwell,LAR,1,-4,0,-4,18.0,2023,271
Sam Darnold,SFO,7,19,1,9,18.0,2023,271
Elijah Mitchell,SFO,14,52,1,14,18.0,2023,271
Jordan Mason,SFO,6,36,0,16,18.0,2023,271
Deebo Samuel,SFO,1,11,0,11,18.0,2023,271
Ray-Ray McCloud,SFO,1,7,0,7,18.0,2023,271
Chris Conley,SFO,0,0,0,0,18.0,2023,271
Brandon Aiyuk,SFO,0,0,0,0,18.0,2023,271
Charlie Woerner,SFO,0,0,0,0,18.0,2023,271
Ronnie Bell,SFO,0,0,0,0,18.0,2023,271
