Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Laremy Tunsil,T,56,100%,0,0%,4,13%,0,Texans,18.0,2023,258
Shaq Mason,G,56,100%,0,0%,4,13%,0,Texans,18.0,2023,258
Juice Scruggs,C,56,100%,0,0%,4,13%,0,Texans,18.0,2023,258
C.J. Stroud,QB,56,100%,0,0%,0,0%,0,Texans,18.0,2023,258
Michael Deiter,C,56,100%,0,0%,0,0%,0,Texans,18.0,2023,258
Devin Singletary,RB,49,88%,0,0%,0,0%,0,Texans,18.0,2023,258
Nico Collins,WR,47,84%,0,0%,0,0%,0,Texans,18.0,2023,258
Dalton Schultz,TE,44,79%,0,0%,0,0%,0,Texans,18.0,2023,258
John Metchie,WR,38,68%,0,0%,2,7%,0,Texans,18.0,2023,258
Xavier Hutchinson,WR,36,64%,0,0%,0,0%,0,Texans,18.0,2023,258
Charlie Heck,T,33,59%,0,0%,4,13%,0,Texans,18.0,2023,258
Brevin Jordan,TE,27,48%,0,0%,7,23%,0,Texans,18.0,2023,258
George Fant,T,23,41%,0,0%,4,13%,0,Texans,18.0,2023,258
Andrew Beck,FB,15,27%,0,0%,7,23%,0,Texans,18.0,2023,258
Eric Saubert,TE,13,23%,0,0%,22,73%,0,Texans,18.0,2023,258
Dare Ogunbowale,RB,7,13%,0,0%,21,70%,0,Texans,18.0,2023,258
Johnny Johnson,WR,4,7%,0,0%,5,17%,0,Texans,18.0,2023,258
Jalen Pitre,FS,0,0%,66,100%,2,7%,0,Texans,18.0,2023,258
Derek Stingley Jr.,CB,0,0%,66,100%,0,0%,0,Texans,18.0,2023,258
Steven Nelson,CB,0,0%,66,100%,0,0%,0,Texans,18.0,2023,258
Christian Harris,LB,0,0%,62,94%,6,20%,0,Texans,18.0,2023,258
Desmond King,CB,0,0%,56,85%,10,33%,0,Texans,18.0,2023,258
Blake Cashman,LB,0,0%,51,77%,1,3%,0,Texans,18.0,2023,258
Derek Barnett,DE,0,0%,47,71%,5,17%,0,Texans,18.0,2023,258
DeAndre Houston-Carson,FS,0,0%,46,70%,20,67%,0,Texans,18.0,2023,258
Sheldon Rankins,DT,0,0%,38,58%,0,0%,0,Texans,18.0,2023,258
Jerry Hughes,DE,0,0%,35,53%,0,0%,0,Texans,18.0,2023,258
Maliek Collins,DT,0,0%,34,52%,0,0%,0,Texans,18.0,2023,258
Will Anderson,DE,0,0%,31,47%,0,0%,0,Texans,18.0,2023,258
Kurt Hinish,DT,0,0%,25,38%,5,17%,0,Texans,18.0,2023,258
Khalil Davis,DT,0,0%,24,36%,5,17%,0,Texans,18.0,2023,258
Denzel Perryman,LB,0,0%,24,36%,0,0%,0,Texans,18.0,2023,258
Kareem Jackson,SS,0,0%,20,30%,0,0%,0,Texans,18.0,2023,258
Myjai Sanders,LB,0,0%,19,29%,1,3%,0,Texans,18.0,2023,258
Teair Tart,DT,0,0%,14,21%,5,17%,0,Texans,18.0,2023,258
Adrian Amos,FS,0,0%,2,3%,19,63%,0,Texans,18.0,2023,258
D'Angelo Ross,CB,0,0%,0,0%,26,87%,0,Texans,18.0,2023,258
Neville Hewitt,LB,0,0%,0,0%,26,87%,0,Texans,18.0,2023,258
Jake Hansen,LB,0,0%,0,0%,25,83%,0,Texans,18.0,2023,258
Ka'dar Hollman,CB,0,0%,0,0%,24,80%,0,Texans,18.0,2023,258
Henry To'oTo'o,LB,0,0%,0,0%,21,70%,0,Texans,18.0,2023,258
Cameron Johnston,P,0,0%,0,0%,12,40%,0,Texans,18.0,2023,258
Jon Weeks,LS,0,0%,0,0%,11,37%,0,Texans,18.0,2023,258
Ka'imi Fairbairn,K,0,0%,0,0%,9,30%,0,Texans,18.0,2023,258
Dameon Pierce,RB,0,0%,0,0%,5,17%,0,Texans,18.0,2023,258
Dieter Eiselen,C,0,0%,0,0%,4,13%,0,Texans,18.0,2023,258
Josh Jones,G,0,0%,0,0%,4,13%,0,Texans,18.0,2023,258
