Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Taylor Moton,T,52,100%,0,0%,1,5%,1,Panthers,18.0,2023,260
Nash Jensen,G,52,100%,0,0%,1,5%,1,Panthers,18.0,2023,260
Gabe Jackson,G,52,100%,0,0%,1,5%,1,Panthers,18.0,2023,260
Ikem Ekwonu,T,52,100%,0,0%,1,5%,1,Panthers,18.0,2023,260
Bryce Young,QB,52,100%,0,0%,0,0%,1,Panthers,18.0,2023,260
Bradley Bozeman,C,52,100%,0,0%,0,0%,1,Panthers,18.0,2023,260
Terrace Marshall Jr.,WR,48,92%,0,0%,0,0%,1,Panthers,18.0,2023,260
Adam Thielen,WR,48,92%,0,0%,0,0%,1,Panthers,18.0,2023,260
Tommy Tremble,TE,44,85%,0,0%,3,15%,1,Panthers,18.0,2023,260
Chuba Hubbard,RB,42,81%,0,0%,0,0%,1,Panthers,18.0,2023,260
DJ Chark,WR,34,65%,0,0%,0,0%,1,Panthers,18.0,2023,260
Ian Thomas,TE,19,37%,0,0%,7,35%,1,Panthers,18.0,2023,260
Ihmir Smith-Marsette,WR,9,17%,0,0%,7,35%,1,Panthers,18.0,2023,260
Miles Sanders,RB,7,13%,0,0%,0,0%,1,Panthers,18.0,2023,260
Stephen Sullivan,TE,5,10%,0,0%,16,80%,1,Panthers,18.0,2023,260
Raheem Blackshear,RB,3,6%,0,0%,10,50%,1,Panthers,18.0,2023,260
J.D. DiRenzo,G,1,2%,0,0%,1,5%,1,Panthers,18.0,2023,260
Frankie Luvu,LB,0,0%,65,100%,3,15%,1,Panthers,18.0,2023,260
Vonn Bell,SS,0,0%,65,100%,0,0%,1,Panthers,18.0,2023,260
Derrick Brown,DT,0,0%,64,98%,3,15%,1,Panthers,18.0,2023,260
Brian Burns,LB,0,0%,62,95%,3,15%,1,Panthers,18.0,2023,260
Xavier Woods,FS,0,0%,62,95%,0,0%,1,Panthers,18.0,2023,260
Donte Jackson,CB,0,0%,60,92%,0,0%,1,Panthers,18.0,2023,260
Yetur Gross-Matos,LB,0,0%,57,88%,3,15%,1,Panthers,18.0,2023,260
Jaycee Horn,CB,0,0%,56,86%,0,0%,1,Panthers,18.0,2023,260
Shy Tuttle,DT,0,0%,29,45%,3,15%,1,Panthers,18.0,2023,260
Troy Hill,CB,0,0%,29,45%,0,0%,1,Panthers,18.0,2023,260
DeShawn Williams,DE,0,0%,27,42%,0,0%,1,Panthers,18.0,2023,260
Deion Jones,LB,0,0%,24,37%,0,0%,1,Panthers,18.0,2023,260
Nick Thurman,DT,0,0%,23,35%,0,0%,1,Panthers,18.0,2023,260
Jeremy Chinn,FS,0,0%,22,34%,19,95%,1,Panthers,18.0,2023,260
LaBryan Ray,DE,0,0%,21,32%,0,0%,1,Panthers,18.0,2023,260
Kamu Grugier-Hill,LB,0,0%,20,31%,19,95%,1,Panthers,18.0,2023,260
C.J. Henderson,CB,0,0%,8,12%,2,10%,1,Panthers,18.0,2023,260
Chris Wormley,DE,0,0%,6,9%,3,15%,1,Panthers,18.0,2023,260
DJ Johnson,LB,0,0%,5,8%,4,20%,1,Panthers,18.0,2023,260
Alex Cook,SS,0,0%,3,5%,16,80%,1,Panthers,18.0,2023,260
D'Shawn Jamison,CB,0,0%,3,5%,13,65%,1,Panthers,18.0,2023,260
Eku Leota,LB,0,0%,3,5%,10,50%,1,Panthers,18.0,2023,260
Sam Franklin,SS,0,0%,1,2%,19,95%,1,Panthers,18.0,2023,260
Jammie Robinson,SS,0,0%,0,0%,18,90%,1,Panthers,18.0,2023,260
Tae Davis,LB,0,0%,0,0%,16,80%,1,Panthers,18.0,2023,260
J.J. Jansen,LS,0,0%,0,0%,7,35%,1,Panthers,18.0,2023,260
Johnny Hekker,P,0,0%,0,0%,7,35%,1,Panthers,18.0,2023,260
Matthew Wright,K,0,0%,0,0%,2,10%,1,Panthers,18.0,2023,260
David Sharpe,T,0,0%,0,0%,1,5%,1,Panthers,18.0,2023,260
