Player,Pos,home_team,team,week,year,game_id
Bryce Young,QB,1,Panthers,18.0,2023,260
Chuba Hubbard,RB,1,Panthers,18.0,2023,260
Adam Thielen,WR,1,Panthers,18.0,2023,260
DJ Chark,WR,1,Panthers,18.0,2023,260
Terrace Marshall Jr.,WR,1,Panthers,18.0,2023,260
Tommy Tremble,TE,1,Panthers,18.0,2023,260
Bradley Bozeman,OL,1,Panthers,18.0,2023,260
Ikem Ekwonu,T,1,Panthers,18.0,2023,260
Taylor Moton,T,1,Panthers,18.0,2023,260
Gabe Jackson,G,1,Panthers,18.0,2023,260
Nash Jensen,G,1,Panthers,18.0,2023,260
Derrick Brown,DT,1,Panthers,18.0,2023,260
Shy Tuttle,DT,1,Panthers,18.0,2023,260
DeShawn Williams,DT,1,Panthers,18.0,2023,260
Yetur Gross-Matos,OLB,1,Panthers,18.0,2023,260
Brian Burns,OLB,1,Panthers,18.0,2023,260
Frankie Luvu,LB,1,Panthers,18.0,2023,260
Jaycee Horn,CB,1,Panthers,18.0,2023,260
Donte Jackson,CB,1,Panthers,18.0,2023,260
Jeremy Chinn,S,1,Panthers,18.0,2023,260
Xavier Woods,S,1,Panthers,18.0,2023,260
Vonn Bell,S,1,Panthers,18.0,2023,260
