Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Rasheed Walker,T,60,100%,0,0%,4,22%,1,Packers,18.0,2023,265
Josh Myers,C,60,100%,0,0%,4,22%,1,Packers,18.0,2023,265
Jordan Love,QB,60,100%,0,0%,0,0%,1,Packers,18.0,2023,265
Elgton Jenkins,G,60,100%,0,0%,0,0%,1,Packers,18.0,2023,265
Tucker Kraft,TE,54,90%,0,0%,8,44%,1,Packers,18.0,2023,265
Aaron Jones,RB,49,82%,0,0%,0,0%,1,Packers,18.0,2023,265
Zach Tom,T,48,80%,0,0%,4,22%,1,Packers,18.0,2023,265
Bo Melton,WR,45,75%,0,0%,0,0%,1,Packers,18.0,2023,265
Dontayvion Wicks,WR,43,72%,0,0%,0,0%,1,Packers,18.0,2023,265
Jayden Reed,WR,36,60%,0,0%,3,17%,1,Packers,18.0,2023,265
Jon Runyan Jr.,G,31,52%,0,0%,4,22%,1,Packers,18.0,2023,265
Sean Rhyan,G,29,48%,0,0%,0,0%,1,Packers,18.0,2023,265
Malik Heath,WR,23,38%,0,0%,0,0%,1,Packers,18.0,2023,265
Ben Sims,TE,12,20%,0,0%,4,22%,1,Packers,18.0,2023,265
Yosh Nijman,T,12,20%,0,0%,4,22%,1,Packers,18.0,2023,265
Patrick Taylor,RB,11,18%,0,0%,8,44%,1,Packers,18.0,2023,265
Romeo Doubs,WR,11,18%,0,0%,0,0%,1,Packers,18.0,2023,265
Luke Musgrave,TE,9,15%,0,0%,0,0%,1,Packers,18.0,2023,265
Josiah Deguara,TE,7,12%,0,0%,9,50%,1,Packers,18.0,2023,265
Jonathan Owens,SS,0,0%,48,100%,9,50%,1,Packers,18.0,2023,265
Quay Walker,LB,0,0%,48,100%,2,11%,1,Packers,18.0,2023,265
Jaire Alexander,CB,0,0%,48,100%,1,6%,1,Packers,18.0,2023,265
Darnell Savage Jr.,SS,0,0%,47,98%,0,0%,1,Packers,18.0,2023,265
Carrington Valentine,CB,0,0%,44,92%,5,28%,1,Packers,18.0,2023,265
Kenny Clark,DE,0,0%,40,83%,0,0%,1,Packers,18.0,2023,265
De'Vondre Campbell,LB,0,0%,38,79%,5,28%,1,Packers,18.0,2023,265
Preston Smith,LB,0,0%,36,75%,0,0%,1,Packers,18.0,2023,265
Rashan Gary,LB,0,0%,35,73%,0,0%,1,Packers,18.0,2023,265
Keisean Nixon,CB,0,0%,31,65%,8,44%,1,Packers,18.0,2023,265
Devonte Wyatt,DE,0,0%,27,56%,5,28%,1,Packers,18.0,2023,265
Tedarrell Slaton,NT,0,0%,26,54%,9,50%,1,Packers,18.0,2023,265
Karl Brooks,NT,0,0%,18,38%,6,33%,1,Packers,18.0,2023,265
Kingsley Enagbare,LB,0,0%,13,27%,10,56%,1,Packers,18.0,2023,265
Lukas Van Ness,LB,0,0%,12,25%,6,33%,1,Packers,18.0,2023,265
Colby Wooden,DE,0,0%,9,19%,4,22%,1,Packers,18.0,2023,265
Corey Ballentine,CB,0,0%,4,8%,9,50%,1,Packers,18.0,2023,265
Anthony Johnson,FS,0,0%,4,8%,4,22%,1,Packers,18.0,2023,265
Eric Wilson,LB,0,0%,0,0%,12,67%,1,Packers,18.0,2023,265
Kristian Welch,LB,0,0%,0,0%,9,50%,1,Packers,18.0,2023,265
Zayne Anderson,FS,0,0%,0,0%,9,50%,1,Packers,18.0,2023,265
Robert Rochell,CB,0,0%,0,0%,9,50%,1,Packers,18.0,2023,265
Anders Carlson,K,0,0%,0,0%,8,44%,1,Packers,18.0,2023,265
Benny Sapp III,SS,0,0%,0,0%,4,22%,1,Packers,18.0,2023,265
Daniel Whelan,P,0,0%,0,0%,4,22%,1,Packers,18.0,2023,265
Matthew Orzech,LS,0,0%,0,0%,4,22%,1,Packers,18.0,2023,265
Royce Newman,G,0,0%,0,0%,4,22%,1,Packers,18.0,2023,265
