Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Tony Pollard,DAL,17,70,1,4.0,23,1.4,47,2.8,1,17.0,18.0,2023,267
Rico Dowdle,DAL,9,46,0,2.0,13,1.4,33,3.7,1,9.0,18.0,2023,267
Brandin Cooks,DAL,1,3,0,0.0,2,2.0,1,1.0,0,,18.0,2023,267
CeeDee Lamb,DAL,1,7,0,0.0,2,2.0,5,5.0,1,1.0,18.0,2023,267
KaVontae Turpin,DAL,1,5,0,,3,3.0,2,2.0,0,,18.0,2023,267
Brian Robinson Jr.,WAS,9,25,0,1.0,8,0.9,17,1.9,1,9.0,18.0,2023,267
Sam Howell,WAS,4,-1,0,0.0,-3,-0.8,2,0.5,0,,18.0,2023,267
Antonio Gibson,WAS,2,8,0,1.0,4,2.0,4,2.0,0,,18.0,2023,267
Derrick Gore,WAS,1,3,0,,0,0.0,3,3.0,0,,18.0,2023,267
Curtis Samuel,WAS,1,15,0,1.0,10,10.0,5,5.0,0,,18.0,2023,267
