Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA,week,year,game_id
1.0,9:31,1.0,10.0,NOR 2,0.0,0.0,"Penalty on MyCole Pruitt: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",0.0,4.44,18.0,2023,259
1.0,9:23,1.0,10.0,NOR 17,0.0,0.0,Tyler Allgeier right tackle for 2 yards (tackle by Carl Granderson),4.44,4.15,18.0,2023,259
1.0,8:49,2.0,8.0,NOR 15,6.0,0.0,"Desmond Ridder pass complete short right to Jonnu Smith for 15 yards, touchdown",4.15,7.0,18.0,2023,259
1.0,8:42,,,NOR 15,7.0,0.0,Younghoe Koo kicks extra point good,0.0,0.0,18.0,2023,259
1.0,8:42,,,ATL 35,7.0,0.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,259
1.0,8:42,1.0,10.0,NOR 25,7.0,0.0,"Penalty on Max Garcia: False Start, 5 yards (accepted) (no play)",0.61,0.28,18.0,2023,259
1.0,8:42,1.0,15.0,NOR 20,7.0,0.0,Taysom Hill left guard for 4 yards (tackle by Kaden Elliss and Ta'Quon Graham),0.28,-0.07,18.0,2023,259
1.0,8:10,2.0,11.0,NOR 24,7.0,0.0,"Derek Carr pass complete deep left to Rashid Shaheed for 20 yards (tackle by Clark Phillips). Penalty on Clark Phillips: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.07,2.85,18.0,2023,259
1.0,7:39,1.0,10.0,ATL 41,7.0,0.0,Jamaal Williams left tackle for 3 yards (tackle by Albert Huggins and David Onyemata),2.85,2.71,18.0,2023,259
1.0,7:02,2.0,7.0,ATL 38,7.0,0.0,Taysom Hill left guard for 8 yards (tackle by Kaden Elliss),2.71,3.58,18.0,2023,259
1.0,6:24,1.0,10.0,ATL 30,7.0,0.0,Kendre Miller left guard for 9 yards (tackle by Richie Grant),3.58,4.25,18.0,2023,259
1.0,5:45,2.0,1.0,ATL 21,7.0,0.0,Derek Carr pass complete short right to Taysom Hill for 3 yards (tackle by Kaden Elliss),4.25,4.37,18.0,2023,259
1.0,5:07,1.0,10.0,ATL 18,7.0,6.0,"Derek Carr pass complete deep left to A.T. Perry for 18 yards, touchdown",4.37,7.0,18.0,2023,259
1.0,5:01,,,ATL 15,7.0,7.0,Blake Grupe kicks extra point good,0.0,0.0,18.0,2023,259
1.0,5:01,,,NOR 35,7.0,7.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,259
1.0,5:01,1.0,10.0,ATL 25,7.0,7.0,Bijan Robinson right tackle for 4 yards (tackle by Tanoh Kpassagnon),0.61,0.6,18.0,2023,259
1.0,4:24,2.0,6.0,ATL 29,13.0,7.0,"Desmond Ridder pass complete short left to Bijan Robinson for 71 yards, touchdown",0.6,7.0,18.0,2023,259
1.0,4:13,,,NOR 15,14.0,7.0,Younghoe Koo kicks extra point good,0.0,0.0,18.0,2023,259
1.0,4:13,,,ATL 35,14.0,7.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,259
1.0,4:13,1.0,10.0,NOR 25,14.0,7.0,Kendre Miller right guard for 5 yards (tackle by Albert Huggins and Richie Grant),0.61,0.74,18.0,2023,259
1.0,3:38,2.0,5.0,NOR 30,14.0,7.0,Taysom Hill left guard for 8 yards (tackle by Calais Campbell and Richie Grant),0.74,1.47,18.0,2023,259
1.0,3:04,1.0,10.0,NOR 38,14.0,7.0,Derek Carr pass complete short left to Jamaal Williams for 3 yards (tackle by Arnold Ebiketie and Clark Phillips),1.47,1.33,18.0,2023,259
1.0,2:25,2.0,7.0,NOR 41,14.0,7.0,Derek Carr pass incomplete short right intended for Rashid Shaheed (defended by AJ Terrell),1.33,0.63,18.0,2023,259
1.0,2:21,3.0,7.0,NOR 41,14.0,7.0,Derek Carr pass complete short right to Chris Olave for 14 yards (tackle by Clark Phillips),0.63,2.59,18.0,2023,259
1.0,1:42,1.0,10.0,ATL 45,14.0,7.0,Jamaal Williams left tackle for 1 yard (tackle by Lorenzo Carter),2.59,2.18,18.0,2023,259
1.0,1:01,2.0,9.0,ATL 44,14.0,7.0,Derek Carr pass complete short left to Taysom Hill for 8 yards (tackle by Nathan Landman),2.18,2.54,18.0,2023,259
1.0,0:20,3.0,1.0,ATL 36,14.0,7.0,Jamaal Williams right guard for 2 yards (tackle by Nathan Landman and LaCale London),2.54,3.31,18.0,2023,259
2.0,15:00,1.0,10.0,ATL 34,14.0,7.0,Derek Carr pass incomplete short right intended for Jordan Mims (defended by Andre Smith),3.31,2.77,18.0,2023,259
2.0,14:54,2.0,10.0,ATL 34,14.0,7.0,Kendre Miller left guard for 2 yards (tackle by Mike Hughes),2.77,2.35,18.0,2023,259
2.0,14:17,3.0,8.0,ATL 32,14.0,7.0,Derek Carr pass complete short middle to Taysom Hill for 6 yards (tackle by Clark Phillips and Richie Grant),2.35,1.86,18.0,2023,259
2.0,13:37,4.0,2.0,ATL 26,14.0,7.0,Derek Carr pass complete short right to Juwan Johnson for 12 yards (tackle by Andre Smith and Richie Grant),1.86,4.65,18.0,2023,259
2.0,13:02,1.0,10.0,ATL 14,14.0,7.0,Derek Carr right guard for 6 yards (tackle by Andre Smith),4.65,5.09,18.0,2023,259
2.0,12:28,2.0,4.0,ATL 8,14.0,7.0,Jamaal Williams left guard for 4 yards (tackle by Lorenzo Carter and Nathan Landman),5.09,6.28,18.0,2023,259
2.0,11:50,1.0,4.0,ATL 4,14.0,7.0,Jamaal Williams right guard for 1 yard (tackle by Andre Smith and Nathan Landman),6.28,5.53,18.0,2023,259
2.0,11:09,2.0,3.0,ATL 3,14.0,13.0,"Kendre Miller left end for 2 yards Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Kendre Miller left end for 3 yards, touchdown",5.53,7.0,18.0,2023,259
2.0,11:04,,,ATL 15,14.0,14.0,Blake Grupe kicks extra point good,0.0,0.0,18.0,2023,259
2.0,11:04,,,NOR 35,14.0,14.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,259
2.0,11:04,1.0,10.0,ATL 25,14.0,14.0,Cordarrelle Patterson left tackle for 4 yards (tackle by Cameron Jordan and Pete Werner),0.61,0.6,18.0,2023,259
2.0,10:25,2.0,6.0,ATL 29,14.0,14.0,"Bijan Robinson right tackle for no gain (tackle by Nathan Shepherd). Penalty on MyCole Pruitt: Offensive Holding, 10 yards (accepted) (no play)",0.6,-0.81,18.0,2023,259
2.0,10:05,2.0,16.0,ATL 19,14.0,14.0,Desmond Ridder pass complete short right to Bijan Robinson for 5 yards (tackle by Paulson Adebo),-0.81,-0.76,18.0,2023,259
2.0,9:32,3.0,11.0,ATL 24,14.0,14.0,Desmond Ridder pass complete short left to Jonnu Smith for 6 yards (tackle by Ugo Amadi and Johnathan Abram),-0.76,-1.37,18.0,2023,259
2.0,8:50,4.0,5.0,ATL 30,14.0,14.0,"Bradley Pinion punts 49 yards, fair catch by Rashid Shaheed at NO-21",-1.37,-0.34,18.0,2023,259
2.0,8:43,1.0,10.0,NOR 21,14.0,14.0,Kendre Miller right guard for 12 yards (tackle by Jessie Bates and Richie Grant),0.34,1.14,18.0,2023,259
2.0,8:06,1.0,10.0,NOR 33,14.0,14.0,Taysom Hill sacked by Calais Campbell for -1 yards,1.14,0.46,18.0,2023,259
2.0,7:25,2.0,11.0,NOR 32,14.0,14.0,Derek Carr pass complete short right to Chris Olave for 16 yards (tackle by Jessie Bates),0.46,2.13,18.0,2023,259
2.0,6:50,1.0,10.0,NOR 48,14.0,14.0,Jamaal Williams right guard for -2 yards (tackle by Nathan Landman),2.13,1.31,18.0,2023,259
2.0,6:08,2.0,12.0,NOR 46,14.0,14.0,Derek Carr pass complete short right to Kendre Miller for 6 yards (tackle by Andre Smith),1.31,1.42,18.0,2023,259
2.0,5:21,,,,,,Timeout #1 by New Orleans Saints,,,18.0,2023,259
2.0,5:21,3.0,6.0,ATL 48,14.0,14.0,Kendre Miller right guard for 1 yard (tackle by Nathan Landman and Tre Flowers),1.42,0.13,18.0,2023,259
2.0,4:42,4.0,5.0,ATL 47,14.0,14.0,"Lou Hedley punts 40 yards, fair catch by DeAundre Alford at ATL-7",0.13,0.38,18.0,2023,259
2.0,4:35,1.0,10.0,ATL 7,14.0,14.0,Tyler Allgeier right tackle for 1 yard (tackle by Pete Werner),-0.38,-0.71,18.0,2023,259
2.0,3:58,2.0,9.0,ATL 8,14.0,14.0,Desmond Ridder right end for no gain (tackle by Johnathan Abram),-0.71,-1.3,18.0,2023,259
2.0,3:16,3.0,9.0,ATL 8,14.0,14.0,Bijan Robinson left end for 3 yards (tackle by Tyrann Mathieu and Johnathan Abram),-1.3,-2.49,18.0,2023,259
2.0,2:35,4.0,6.0,ATL 11,14.0,14.0,Bradley Pinion punts 27 yards out of bounds,-2.49,-3.05,18.0,2023,259
2.0,2:28,1.0,10.0,ATL 38,14.0,14.0,Jamaal Williams left guard for 2 yards (tackle by Joe Gaziano and LaCale London),3.05,2.78,18.0,2023,259
2.0,2:01,2.0,8.0,ATL 36,14.0,14.0,"Penalty on LaCale London: Neutral Zone Infraction, 6 yards (accepted) (no play)",2.78,3.59,18.0,2023,259
2.0,2:00,2.0,2.0,ATL 30,14.0,14.0,Derek Carr pass complete short left to Juwan Johnson for 8 yards (tackle by Andre Smith),3.59,4.11,18.0,2023,259
2.0,1:55,1.0,10.0,ATL 22,14.0,14.0,"Penalty on Calais Campbell: Neutral Zone Infraction, 5 yards (accepted) (no play)",4.11,4.97,18.0,2023,259
2.0,1:55,1.0,5.0,ATL 17,14.0,14.0,Derek Carr pass incomplete short left,4.97,4.29,18.0,2023,259
2.0,1:50,2.0,5.0,ATL 17,14.0,14.0,Kendre Miller right guard for 6 yards (tackle by David Onyemata and Richie Grant),4.29,4.84,18.0,2023,259
2.0,1:15,1.0,10.0,ATL 11,14.0,14.0,Derek Carr pass complete short right to Rashid Shaheed for 6 yards,4.84,5.28,18.0,2023,259
2.0,1:09,2.0,4.0,ATL 5,14.0,14.0,Derek Carr pass incomplete short right intended for Jordan Mims (defended by Clark Phillips),5.28,4.44,18.0,2023,259
2.0,1:03,3.0,4.0,ATL 5,14.0,14.0,Taysom Hill up the middle for -1 yards (tackle by Calais Campbell),4.44,2.99,18.0,2023,259
2.0,0:58,,,,,,Timeout #1 by Atlanta Falcons,,,18.0,2023,259
2.0,0:58,4.0,5.0,ATL 6,14.0,17.0,Blake Grupe 24 yard field goal good,2.99,3.0,18.0,2023,259
2.0,0:56,,,NOR 35,14.0,17.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,259
2.0,0:56,1.0,10.0,ATL 25,14.0,17.0,Desmond Ridder pass incomplete short middle intended for Van Jefferson,0.61,0.06,18.0,2023,259
2.0,0:52,2.0,10.0,ATL 25,14.0,17.0,Desmond Ridder pass complete deep right to Kyle Pitts for 19 yards,0.06,1.86,18.0,2023,259
2.0,0:46,1.0,10.0,ATL 44,14.0,17.0,Desmond Ridder pass complete short left to Bijan Robinson for 8 yards (tackle by Demario Davis),1.86,2.4,18.0,2023,259
2.0,0:42,2.0,2.0,NOR 48,14.0,17.0,Desmond Ridder pass incomplete deep left intended for Drake London,2.4,1.69,18.0,2023,259
2.0,0:37,,,,,,Timeout #2 by New Orleans Saints,,,18.0,2023,259
2.0,0:37,3.0,2.0,NOR 48,14.0,17.0,Desmond Ridder pass complete short left to MyCole Pruitt for 17 yards (tackle by Ugo Amadi),1.69,3.51,18.0,2023,259
2.0,0:31,1.0,10.0,NOR 31,14.0,17.0,Desmond Ridder pass complete short left to Bijan Robinson for 4 yards (tackle by Isaac Yiadom),3.51,3.51,18.0,2023,259
2.0,0:26,2.0,6.0,NOR 27,14.0,17.0,Desmond Ridder pass complete short right to Van Jefferson for 7 yards (tackle by Paulson Adebo),3.51,4.24,18.0,2023,259
2.0,0:24,,,,,,Timeout #2 by Atlanta Falcons,,,18.0,2023,259
2.0,0:24,1.0,10.0,NOR 20,14.0,17.0,Desmond Ridder pass complete short left to Bijan Robinson for 2 yards (tackle by Ugo Amadi),4.24,3.96,18.0,2023,259
2.0,0:19,2.0,8.0,NOR 18,14.0,17.0,Desmond Ridder pass complete short right to Van Jefferson for 6 yards (tackle by Paulson Adebo),3.96,4.34,18.0,2023,259
2.0,0:03,,,,,,Timeout #3 by Atlanta Falcons,,,18.0,2023,259
2.0,0:03,3.0,2.0,NOR 12,17.0,17.0,Younghoe Koo 30 yard field goal good,4.34,3.0,18.0,2023,259
3.0,15:00,,,NOR 35,17.0,17.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,259
3.0,15:00,1.0,10.0,ATL 25,17.0,17.0,Desmond Ridder pass complete short left to Tyler Allgeier for -1 yards (tackle by Demario Davis),0.61,-0.07,18.0,2023,259
3.0,14:20,2.0,11.0,ATL 24,17.0,17.0,Bijan Robinson right end for 3 yards (tackle by Paulson Adebo),-0.07,-0.36,18.0,2023,259
3.0,13:45,3.0,8.0,ATL 27,17.0,17.0,Desmond Ridder pass short left intended for Kyle Pitts is intercepted by Alontae Taylor at ATL-41 and returned for 16 yards (tackle by Desmond Ridder),-0.36,-3.91,18.0,2023,259
3.0,13:36,1.0,10.0,ATL 25,17.0,17.0,Jamaal Williams left tackle for -1 yards (tackle by Mike Hughes),3.91,3.23,18.0,2023,259
3.0,13:08,2.0,11.0,ATL 26,17.0,23.0,"Derek Carr pass complete deep right to Chris Olave for 26 yards, touchdown",3.23,7.0,18.0,2023,259
3.0,13:01,,,ATL 15,17.0,24.0,Blake Grupe kicks extra point good,0.0,0.0,18.0,2023,259
3.0,13:01,,,NOR 35,17.0,24.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,259
3.0,13:01,1.0,10.0,ATL 25,17.0,24.0,Bijan Robinson right tackle for 3 yards (tackle by Cameron Jordan and Khalen Saunders),0.61,0.47,18.0,2023,259
3.0,12:23,2.0,7.0,ATL 28,17.0,24.0,Cordarrelle Patterson right end for 6 yards (tackle by Khalen Saunders and Paulson Adebo),0.47,0.56,18.0,2023,259
3.0,11:49,3.0,1.0,ATL 34,17.0,24.0,Desmond Ridder pass incomplete deep middle intended for Drake London (defended by Paulson Adebo),0.56,-1.11,18.0,2023,259
3.0,11:43,4.0,1.0,ATL 34,17.0,24.0,"Bradley Pinion punts 66 yards, touchback.",-1.11,-0.28,18.0,2023,259
3.0,11:35,1.0,10.0,NOR 20,17.0,24.0,Kendre Miller right guard for 18 yards (tackle by Richie Grant),0.28,1.47,18.0,2023,259
3.0,10:57,1.0,10.0,NOR 38,17.0,24.0,Kendre Miller right tackle for 3 yards (tackle by Nathan Landman),1.47,1.33,18.0,2023,259
3.0,10:23,2.0,7.0,NOR 41,17.0,24.0,Derek Carr pass complete short left to Juwan Johnson for 20 yards (tackle by Jessie Bates),1.33,2.98,18.0,2023,259
3.0,9:44,1.0,10.0,ATL 39,17.0,24.0,Kendre Miller right end for no gain (tackle by Lorenzo Carter),2.98,2.44,18.0,2023,259
3.0,9:02,2.0,10.0,ATL 39,17.0,30.0,"Derek Carr pass complete deep right to Rashid Shaheed for 39 yards, touchdown",2.44,7.0,18.0,2023,259
3.0,8:54,,,ATL 15,17.0,31.0,Blake Grupe kicks extra point good,0.0,0.0,18.0,2023,259
3.0,8:54,,,NOR 35,17.0,31.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,259
3.0,8:54,1.0,10.0,ATL 25,17.0,31.0,Desmond Ridder pass complete short left to Drake London for 9 yards (tackle by Ugo Amadi and Pete Werner),0.61,1.28,18.0,2023,259
3.0,8:16,2.0,1.0,ATL 34,17.0,31.0,Tyler Allgeier right guard for 8 yards (tackle by Ugo Amadi and Demario Davis),1.28,1.73,18.0,2023,259
3.0,7:40,1.0,10.0,ATL 42,17.0,31.0,Bijan Robinson right end for 1 yard (tackle by Nathan Shepherd),1.73,1.32,18.0,2023,259
3.0,7:04,2.0,9.0,ATL 43,17.0,31.0,Desmond Ridder pass incomplete short left intended for Drake London,1.32,0.63,18.0,2023,259
3.0,7:01,3.0,9.0,ATL 43,17.0,31.0,Desmond Ridder pass complete deep left to Drake London for 21 yards,0.63,3.18,18.0,2023,259
3.0,6:20,1.0,10.0,NOR 36,17.0,31.0,Bijan Robinson left end for 1 yard (tackle by Demario Davis and Johnathan Abram),3.18,2.77,18.0,2023,259
3.0,5:56,2.0,9.0,NOR 35,17.0,31.0,Desmond Ridder pass complete short left to Jonnu Smith for 8 yards (tackle by Khalen Saunders and Tyrann Mathieu),2.77,3.14,18.0,2023,259
3.0,5:16,3.0,1.0,NOR 27,17.0,31.0,Bijan Robinson right end for 4 yards (tackle by Tyrann Mathieu),3.14,4.04,18.0,2023,259
3.0,4:35,1.0,10.0,NOR 23,17.0,31.0,Desmond Ridder pass complete short left to Tyler Allgeier for 6 yards (tackle by Alontae Taylor),4.04,4.38,18.0,2023,259
3.0,3:59,2.0,4.0,NOR 17,17.0,31.0,Desmond Ridder pass complete short left to Bijan Robinson for 7 yards (tackle by Cameron Jordan and Johnathan Abram),4.38,4.91,18.0,2023,259
3.0,3:21,1.0,10.0,NOR 10,17.0,31.0,Cordarrelle Patterson right end for 7 yards (tackle by Carl Granderson),4.91,5.53,18.0,2023,259
3.0,2:37,2.0,3.0,NOR 3,17.0,31.0,Desmond Ridder pass complete short middle to Drake London for 2 yards (tackle by Pete Werner),5.53,5.17,18.0,2023,259
3.0,1:56,3.0,1.0,NOR 1,17.0,31.0,Cordarrelle Patterson left guard for -1 yards (tackle by Carl Granderson),5.17,3.25,18.0,2023,259
3.0,1:17,4.0,2.0,NOR 2,17.0,31.0,Desmond Ridder pass incomplete short left intended for Bijan Robinson,3.25,0.38,18.0,2023,259
3.0,1:14,1.0,10.0,NOR 2,17.0,31.0,Jamaal Williams right guard for 2 yards (tackle by Andre Smith),-0.38,-0.63,18.0,2023,259
3.0,0:38,2.0,8.0,NOR 4,17.0,31.0,Derek Carr pass incomplete deep right,-0.63,-1.19,18.0,2023,259
3.0,0:32,3.0,8.0,NOR 4,17.0,31.0,Derek Carr pass complete deep left to A.T. Perry for 29 yards (tackle by Clark Phillips),-1.19,1.14,18.0,2023,259
4.0,15:00,1.0,10.0,NOR 33,17.0,31.0,Taysom Hill left guard for 27 yards (tackle by Clark Phillips),1.14,2.92,18.0,2023,259
4.0,14:20,1.0,10.0,ATL 40,17.0,31.0,Derek Carr pass complete short right to Foster Moreau for 3 yards (tackle by Arnold Ebiketie),2.92,2.78,18.0,2023,259
4.0,13:36,2.0,7.0,ATL 37,17.0,31.0,Kendre Miller right end for 11 yards (tackle by Jessie Bates),2.78,3.84,18.0,2023,259
4.0,12:55,1.0,10.0,ATL 26,17.0,31.0,Taysom Hill right guard for 5 yards (tackle by Andre Smith and Nathan Landman),3.84,3.97,18.0,2023,259
4.0,12:18,2.0,5.0,ATL 21,17.0,31.0,Jamaal Williams left guard for 8 yards (tackle by Richie Grant),3.97,4.71,18.0,2023,259
4.0,11:37,1.0,10.0,ATL 13,17.0,31.0,Kendre Miller right tackle for 3 yards (tackle by Ta'Quon Graham and LaCale London),4.71,4.58,18.0,2023,259
4.0,10:54,2.0,7.0,ATL 10,17.0,31.0,Jamaal Williams right guard for 4 yards (tackle by Nathan Landman),4.58,4.56,18.0,2023,259
4.0,10:06,3.0,3.0,ATL 6,17.0,31.0,Derek Carr pass incomplete short right,4.56,3.01,18.0,2023,259
4.0,10:00,4.0,3.0,ATL 6,17.0,34.0,Blake Grupe 24 yard field goal good,3.01,3.0,18.0,2023,259
4.0,9:57,,,NOR 35,17.0,34.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,259
4.0,9:57,1.0,10.0,ATL 25,17.0,34.0,Desmond Ridder pass complete short right to Kyle Pitts for 8 yards (tackle by Demario Davis),0.61,1.14,18.0,2023,259
4.0,9:31,2.0,2.0,ATL 33,17.0,34.0,"Bijan Robinson left tackle for 2 yards (tackle by Johnathan Abram). Penalty on Chris Lindstrom: Offensive Holding, 10 yards (accepted)",1.14,0.06,18.0,2023,259
4.0,9:14,2.0,10.0,ATL 25,17.0,34.0,"Desmond Ridder aborted snap, recovered by Payton Turner at ATL-10 (tackle by Matthew Bergeron)",0.06,-4.91,18.0,2023,259
4.0,9:09,1.0,10.0,ATL 10,17.0,34.0,"Derek Carr pass incomplete short right intended for A.T. Perry. Penalty on Clark Phillips: Defensive Pass Interference, 9 yards (accepted) (no play)",4.91,6.97,18.0,2023,259
4.0,9:05,1.0,1.0,ATL 1,17.0,34.0,"Penalty on Cameron Erving: False Start, 5 yards (accepted) (no play)",6.97,5.83,18.0,2023,259
4.0,9:05,1.0,6.0,ATL 6,17.0,40.0,"Derek Carr pass complete short right to A.T. Perry for 6 yards, touchdown",5.83,7.0,18.0,2023,259
4.0,9:02,,,ATL 15,17.0,41.0,Blake Grupe kicks extra point good,0.0,0.0,18.0,2023,259
4.0,9:02,,,NOR 35,17.0,41.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,259
4.0,9:02,1.0,10.0,ATL 25,17.0,41.0,Cordarrelle Patterson right tackle for 4 yards (tackle by Carl Granderson and Demario Davis),0.61,0.6,18.0,2023,259
4.0,8:23,2.0,6.0,ATL 29,17.0,41.0,Desmond Ridder pass incomplete deep left intended for Drake London,0.6,-0.1,18.0,2023,259
4.0,8:18,3.0,6.0,ATL 29,17.0,41.0,Desmond Ridder pass incomplete short middle intended for Drake London,-0.1,-1.44,18.0,2023,259
4.0,8:13,4.0,6.0,ATL 29,17.0,41.0,"Bradley Pinion punts 61 yards, returned by Rashid Shaheed for 9 yards (tackle by DeAngelo Malone)",-1.44,-0.15,18.0,2023,259
4.0,8:02,1.0,10.0,NOR 19,17.0,41.0,Kendre Miller left end for no gain (tackle by LaCale London),0.15,-0.39,18.0,2023,259
4.0,7:27,2.0,10.0,NOR 19,17.0,41.0,Derek Carr pass complete short left to Jamaal Williams for no gain (tackle by AJ Terrell),-0.39,-1.07,18.0,2023,259
4.0,6:57,3.0,10.0,NOR 19,17.0,41.0,"Derek Carr pass complete short left to Lynn Bowden for 5 yards (tackle by Calais Campbell and Micah Abernathy). Penalty on Juwan Johnson: Offensive Pass Interference, 10 yards (declined)",-1.07,-1.77,18.0,2023,259
4.0,6:39,4.0,5.0,NOR 24,17.0,41.0,"Penalty on Zach Wood: False Start, 5 yards (accepted) (no play)",-1.77,-2.14,18.0,2023,259
4.0,6:39,4.0,10.0,NOR 19,17.0,41.0,"Lou Hedley punts 50 yards, returned by DeAundre Alford for 1 yard (tackle by J.T. Gray)",-2.14,-1.07,18.0,2023,259
4.0,6:30,1.0,10.0,ATL 32,17.0,41.0,Logan Woodside sacked by Nathan Shepherd for -7 yards,1.07,-0.42,18.0,2023,259
4.0,5:54,2.0,17.0,ATL 25,17.0,41.0,"Penalty on Jake Matthews: False Start, 5 yards (accepted) (no play)",-0.42,-1.09,18.0,2023,259
4.0,5:54,2.0,22.0,ATL 20,17.0,41.0,Bijan Robinson right tackle for 1 yard (tackle by Nathan Shepherd),-1.09,-1.62,18.0,2023,259
4.0,5:20,3.0,21.0,ATL 21,17.0,41.0,Tyler Allgeier right end for 6 yards (tackle by Tanoh Kpassagnon and Paulson Adebo),-1.62,-1.57,18.0,2023,259
4.0,4:46,4.0,15.0,ATL 27,17.0,41.0,"Bradley Pinion punts 51 yards, returned by Rashid Shaheed for 9 yards (tackle by KhaDarel Hodge and Liam McCullough)",-1.57,-1.0,18.0,2023,259
4.0,4:33,1.0,10.0,NOR 31,17.0,41.0,Jamaal Williams right guard for 2 yards (tackle by Andre Smith),1.0,0.73,18.0,2023,259
4.0,3:53,2.0,8.0,NOR 33,17.0,41.0,"Lynn Bowden left end for -2 yards. Lynn Bowden fumbles (forced by Nathan Landman), recovered by Juwan Johnson at NO-30",0.73,-0.36,18.0,2023,259
4.0,3:02,3.0,11.0,NOR 30,17.0,41.0,Derek Carr sacked by Richie Grant for -12 yards,-0.36,-2.24,18.0,2023,259
4.0,2:19,4.0,23.0,NOR 18,17.0,41.0,"Lou Hedley punts 49 yards, returned by DeAundre Alford for 11 yards (tackle by Zack Baun)",-2.24,-1.86,18.0,2023,259
4.0,2:07,1.0,10.0,ATL 44,17.0,41.0,Logan Woodside pass complete short middle to John FitzPatrick for 12 yards (tackle by D'Marco Jackson),1.86,2.65,18.0,2023,259
4.0,2:00,1.0,10.0,NOR 44,17.0,41.0,Logan Woodside left end for 6 yards (tackle by Johnathan Abram),2.65,2.92,18.0,2023,259
4.0,1:55,2.0,4.0,NOR 38,17.0,41.0,Logan Woodside pass complete short right to Tyler Allgeier for 5 yards (tackle by Paulson Adebo and D'Marco Jackson),2.92,3.38,18.0,2023,259
4.0,1:28,1.0,10.0,NOR 33,17.0,41.0,Logan Woodside pass short right intended for KhaDarel Hodge is intercepted by Tyrann Mathieu at NO-25 and returned for 74 yards (tackle by John FitzPatrick and Mack Hollins),3.38,-6.97,18.0,2023,259
4.0,1:13,1.0,1.0,ATL 1,17.0,47.0,"Jamaal Williams up the middle for 1 yard, touchdown",6.97,7.0,18.0,2023,259
4.0,1:10,,,ATL 15,17.0,48.0,Blake Grupe kicks extra point good,0.0,0.0,18.0,2023,259
4.0,1:10,,,NOR 35,17.0,48.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,259
4.0,1:10,1.0,10.0,ATL 25,17.0,48.0,Tyler Allgeier right guard for 3 yards (tackle by D'Marco Jackson and Zack Baun),0.61,0.47,18.0,2023,259
