Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Jarrett Stidham,DEN,0,0,0,0,0,18.0,2023,268
Javonte Williams,DEN,9,7,43,0,12,18.0,2023,268
Samaje Perine,DEN,4,3,23,0,11,18.0,2023,268
Jaleel McLaughlin,DEN,0,0,0,0,0,18.0,2023,268
Marvin Mims,DEN,1,1,16,0,16,18.0,2023,268
Brandon Johnson,DEN,5,4,88,0,36,18.0,2023,268
Jerry Jeudy,DEN,6,3,79,1,47,18.0,2023,268
Adam Trautman,DEN,1,1,21,0,21,18.0,2023,268
Courtland Sutton,DEN,4,1,2,0,2,18.0,2023,268
Lil'Jordan Humphrey,DEN,1,0,0,0,0,18.0,2023,268
Lucas Krull,DEN,1,0,0,0,0,18.0,2023,268
Aidan O'Connell,LVR,0,0,0,0,0,18.0,2023,268
Jimmy Garoppolo,LVR,0,0,0,0,0,18.0,2023,268
Zamir White,LVR,2,1,9,0,9,18.0,2023,268
Tre Tucker,LVR,5,5,79,0,47,18.0,2023,268
Jakobi Meyers,LVR,5,3,61,1,33,18.0,2023,268
Davante Adams,LVR,8,5,46,1,17,18.0,2023,268
Austin Hooper,LVR,5,4,39,0,21,18.0,2023,268
Ameer Abdullah,LVR,1,1,7,0,7,18.0,2023,268
DeAndre Carter,LVR,1,1,3,0,3,18.0,2023,268
