Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Desmond Ridder,ATL,2,0,0,0,18.0,2023,259
Logan Woodside,ATL,1,6,0,6,18.0,2023,259
Bijan Robinson,ATL,11,28,0,7,18.0,2023,259
Tyler Allgeier,ATL,6,24,0,8,18.0,2023,259
Cordarrelle Patterson,ATL,5,20,0,7,18.0,2023,259
Scott Miller,ATL,0,0,0,0,18.0,2023,259
Drake London,ATL,0,0,0,0,18.0,2023,259
Jonnu Smith,ATL,0,0,0,0,18.0,2023,259
Kyle Pitts,ATL,0,0,0,0,18.0,2023,259
MyCole Pruitt,ATL,0,0,0,0,18.0,2023,259
Van Jefferson,ATL,0,0,0,0,18.0,2023,259
John FitzPatrick,ATL,0,0,0,0,18.0,2023,259
KhaDarel Hodge,ATL,0,0,0,0,18.0,2023,259
Derek Carr,NOR,1,6,0,6,18.0,2023,259
Taysom Hill,NOR,6,51,0,27,18.0,2023,259
Kendre Miller,NOR,13,73,1,18,18.0,2023,259
Jamaal Williams,NOR,14,26,1,8,18.0,2023,259
Rashid Shaheed,NOR,0,0,0,0,18.0,2023,259
Chris Olave,NOR,0,0,0,0,18.0,2023,259
A.T. Perry,NOR,0,0,0,0,18.0,2023,259
Juwan Johnson,NOR,0,0,0,0,18.0,2023,259
Foster Moreau,NOR,0,0,0,0,18.0,2023,259
Jordan Mims,NOR,0,0,0,0,18.0,2023,259
Lynn Bowden Jr.,NOR,1,-2,0,-2,18.0,2023,259
