Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA,week,year,game_id
2.0,10:27,2.0,6.0,BUF 33,0.0,0.0,Tua Tagovailoa scrambles left end for 7 yards (tackle by Taron Johnson),3.11,3.84,18.0,2023,272
2.0,9:45,1.0,10.0,BUF 26,0.0,0.0,Jeff Wilson left tackle for 1 yard (tackle by Taron Johnson and Terrel Bernard),3.84,3.43,18.0,2023,272
2.0,8:58,2.0,9.0,BUF 25,0.0,6.0,"De'Von Achane right end for 25 yards, touchdown",3.43,7.0,18.0,2023,272
2.0,8:51,,,BUF 15,0.0,7.0,Jason Sanders kicks extra point good,0.0,0.0,18.0,2023,272
2.0,8:51,,,MIA 35,0.0,7.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,272
2.0,8:51,1.0,10.0,BUF 25,0.0,7.0,Josh Allen pass complete deep right to Dawson Knox for 17 yards (tackle by Brandon Jones),0.61,1.73,18.0,2023,272
2.0,8:13,1.0,10.0,BUF 42,0.0,7.0,"Penalty on Dawson Knox: False Start, 5 yards (accepted) (no play)",1.73,1.4,18.0,2023,272
2.0,7:50,1.0,15.0,BUF 37,0.0,7.0,Josh Allen pass complete short middle to Dalton Kincaid for 7 yards (tackle by Jerome Baker),1.4,1.46,18.0,2023,272
2.0,7:12,2.0,8.0,BUF 44,0.0,7.0,Josh Allen scrambles up the middle for 10 yards (tackle by DeShon Elliott),1.46,2.52,18.0,2023,272
2.0,6:37,1.0,10.0,MIA 46,0.0,7.0,James Cook left guard for 3 yards (tackle by Brandon Jones and Jerome Baker),2.52,2.38,18.0,2023,272
2.0,5:57,2.0,7.0,MIA 43,0.0,7.0,Josh Allen pass complete deep left to Stefon Diggs for 36 yards (tackle by Eli Apple),2.38,5.6,18.0,2023,272
2.0,5:16,1.0,7.0,MIA 7,0.0,7.0,James Cook left tackle for 1 yard (tackle by Jerome Baker),5.6,4.95,18.0,2023,272
2.0,4:36,2.0,6.0,MIA 6,6.0,7.0,"Josh Allen pass complete short middle to Trent Sherfield for 6 yards, touchdown",4.95,7.0,18.0,2023,272
2.0,4:31,,,MIA 15,7.0,7.0,Tyler Bass kicks extra point good,0.0,0.0,18.0,2023,272
2.0,4:31,,,BUF 35,7.0,7.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,272
2.0,4:31,1.0,10.0,MIA 25,7.0,7.0,De'Von Achane left end for 9 yards (tackle by Taron Johnson and Baylon Spector),0.61,1.28,18.0,2023,272
2.0,4:07,2.0,1.0,MIA 34,7.0,7.0,"Penalty on DaQuan Jones: Encroachment, 6 yards (accepted) (no play)",1.28,1.6,18.0,2023,272
2.0,3:58,1.0,10.0,MIA 40,7.0,7.0,Jeff Wilson right guard for 3 yards (tackle by DaQuan Jones),1.6,1.46,18.0,2023,272
2.0,3:27,2.0,7.0,MIA 43,7.0,7.0,Tua Tagovailoa pass complete short right to Durham Smythe for 14 yards (tackle by Jordan Poyer),1.46,2.72,18.0,2023,272
2.0,2:55,1.0,10.0,BUF 43,7.0,7.0,Jeff Wilson left guard for 7 yards (tackle by Taron Johnson and Terrel Bernard),2.72,3.12,18.0,2023,272
2.0,2:14,2.0,3.0,BUF 36,7.0,7.0,Jeff Wilson left tackle for no gain (tackle by Baylon Spector),3.12,2.41,18.0,2023,272
2.0,2:00,3.0,3.0,BUF 36,7.0,7.0,"Tua Tagovailoa pass complete deep right to Cedrick Wilson for 24 yards (tackle by Dane Jackson). Penalty on Dane Jackson: Defensive Holding, 5 yards (declined)",2.41,4.78,18.0,2023,272
2.0,1:54,1.0,10.0,BUF 12,7.0,7.0,Jeff Wilson up the middle for 1 yard (tackle by Taron Johnson and DaQuan Jones),4.78,4.27,18.0,2023,272
2.0,1:49,,,,,,Timeout #1 by Buffalo Bills,,,18.0,2023,272
2.0,1:49,2.0,9.0,BUF 11,7.0,7.0,Tua Tagovailoa pass complete short right to Tyreek Hill for 8 yards (tackle by Christian Benford),4.27,5.06,18.0,2023,272
2.0,1:46,,,,,,Timeout #2 by Buffalo Bills,,,18.0,2023,272
2.0,1:46,3.0,1.0,BUF 3,7.0,13.0,"Tua Tagovailoa pass complete short right to Tyreek Hill for 3 yards, touchdown",5.06,7.0,18.0,2023,272
2.0,1:43,,,BUF 15,7.0,14.0,Jason Sanders kicks extra point good,0.0,0.0,18.0,2023,272
2.0,1:43,,,MIA 35,7.0,14.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,272
2.0,1:43,1.0,10.0,BUF 25,7.0,14.0,Josh Allen pass complete short right to Trent Sherfield for 6 yards (tackle by Eli Apple),0.61,0.87,18.0,2023,272
2.0,1:23,2.0,4.0,BUF 31,7.0,14.0,Josh Allen pass complete short right to Stefon Diggs for 11 yards (tackle by Jalen Ramsey),0.87,1.73,18.0,2023,272
2.0,1:16,1.0,10.0,BUF 42,7.0,14.0,Josh Allen pass incomplete short left,1.73,1.19,18.0,2023,272
2.0,1:09,2.0,10.0,BUF 42,7.0,14.0,Josh Allen pass complete short middle to Khalil Shakir for 5 yards (tackle by David Long),1.19,1.16,18.0,2023,272
2.0,1:04,,,,,,Timeout #3 by Buffalo Bills,,,18.0,2023,272
2.0,1:04,3.0,5.0,BUF 47,7.0,14.0,Josh Allen scrambles right guard for 13 yards (tackle by Brandon Jones),1.16,2.92,18.0,2023,272
2.0,0:44,1.0,10.0,MIA 40,7.0,14.0,Josh Allen pass complete short right to Stefon Diggs for 17 yards (tackle by Brandon Jones and Jerome Baker),2.92,4.04,18.0,2023,272
2.0,0:24,1.0,10.0,MIA 23,7.0,14.0,"Josh Allen pass complete short right to Dalton Kincaid for no gain Replay Assistant challenged the pass completion ruling, and the play was upheld.",4.04,3.5,18.0,2023,272
2.0,0:21,2.0,10.0,MIA 23,7.0,14.0,Josh Allen pass incomplete deep left intended for James Cook,3.5,2.81,18.0,2023,272
2.0,0:15,,,,,,Timeout #1 by Miami Dolphins,,,18.0,2023,272
2.0,0:15,3.0,10.0,MIA 23,7.0,14.0,Josh Allen pass complete short right to Deonte Harty for 12 yards (tackle by Jalen Ramsey),2.81,4.84,18.0,2023,272
2.0,0:11,,,,,,Timeout #2 by Miami Dolphins,,,18.0,2023,272
2.0,0:11,1.0,10.0,MIA 11,7.0,14.0,Josh Allen pass complete short middle to Ty Johnson for 9 yards (tackle by Eli Apple and Jerome Baker),4.84,5.85,18.0,2023,272
3.0,15:00,,,MIA 35,7.0,14.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,272
3.0,15:00,1.0,10.0,BUF 25,7.0,14.0,Josh Allen pass complete short left to Stefon Diggs for 7 yards (tackle by David Long),0.61,1.01,18.0,2023,272
3.0,14:24,2.0,3.0,BUF 32,7.0,14.0,James Cook right guard for 2 yards (tackle by Zach Sieler),1.01,0.56,18.0,2023,272
3.0,13:52,3.0,1.0,BUF 34,7.0,14.0,Josh Allen left guard for 1 yard (tackle by Melvin Ingram and Jerome Baker),0.56,1.27,18.0,2023,272
3.0,13:12,1.0,10.0,BUF 35,7.0,14.0,Leonard Fournette right guard for 5 yards (tackle by Emmanuel Ogbah and DeShon Elliott),1.27,1.4,18.0,2023,272
3.0,12:37,2.0,5.0,BUF 40,7.0,14.0,James Cook right end for 7 yards (tackle by Andrew Van Ginkel),1.4,2.06,18.0,2023,272
3.0,12:03,1.0,10.0,BUF 47,7.0,14.0,James Cook left tackle for 1 yard (tackle by Christian Wilkins and Zach Sieler),2.06,1.65,18.0,2023,272
3.0,11:24,2.0,9.0,BUF 48,7.0,14.0,Josh Allen pass complete short right to Dalton Kincaid for 4 yards (tackle by Jerome Baker and Eli Apple),1.65,1.49,18.0,2023,272
3.0,10:43,3.0,5.0,MIA 48,7.0,14.0,Josh Allen sacked by Melvin Ingram for -8 yards,1.49,-0.46,18.0,2023,272
3.0,10:03,4.0,13.0,BUF 44,7.0,14.0,"Sam Martin punts 41 yards, fair catch by Braxton Berrios at MIA-15",-0.46,0.22,18.0,2023,272
3.0,9:56,1.0,10.0,MIA 15,7.0,14.0,Tua Tagovailoa pass complete short right to De'Von Achane for 5 yards (tackle by Baylon Spector and Micah Hyde),-0.22,0.08,18.0,2023,272
3.0,9:21,2.0,5.0,MIA 20,7.0,14.0,Tua Tagovailoa pass complete short right to Julian Hill for 2 yards (tackle by Jordan Poyer),0.08,-0.51,18.0,2023,272
3.0,8:39,3.0,3.0,MIA 22,7.0,14.0,Tua Tagovailoa pass complete short left to Braxton Berrios for 2 yards (tackle by Dane Jackson),-0.51,-1.77,18.0,2023,272
3.0,7:55,4.0,1.0,MIA 24,7.0,14.0,Jake Bailey punts 52 yards out of bounds,-1.77,-0.54,18.0,2023,272
3.0,7:42,1.0,10.0,BUF 24,7.0,14.0,James Cook left end for 1 yard (tackle by Brandon Jones),0.54,0.13,18.0,2023,272
3.0,7:03,2.0,9.0,BUF 25,7.0,14.0,Josh Allen pass complete short middle to Trent Sherfield for 12 yards (tackle by Eli Apple),0.13,1.4,18.0,2023,272
3.0,6:28,1.0,10.0,BUF 37,7.0,14.0,"Josh Allen pass complete short right to Khalil Shakir for no gain (tackle by Jalen Ramsey). Penalty on Dawson Knox: Offensive Holding, 10 yards (accepted) (no play)",1.4,0.74,18.0,2023,272
3.0,5:48,1.0,20.0,BUF 27,7.0,14.0,Josh Allen scrambles right end for 13 yards (tackle by Christian Wilkins),0.74,1.26,18.0,2023,272
3.0,5:19,2.0,7.0,BUF 40,7.0,14.0,Josh Allen pass complete short right to Khalil Shakir for 4 yards (tackle by Eli Apple),1.26,1.09,18.0,2023,272
3.0,4:42,3.0,3.0,BUF 44,7.0,14.0,Josh Allen pass complete short middle to Dalton Kincaid for 11 yards (tackle by DeShon Elliott),1.09,2.59,18.0,2023,272
3.0,4:06,1.0,10.0,MIA 45,7.0,14.0,James Cook right guard for 2 yards (tackle by Cameron Goode),2.59,2.31,18.0,2023,272
3.0,3:31,2.0,8.0,MIA 43,7.0,14.0,Josh Allen pass complete short middle to Dalton Kincaid for 7 yards (tackle by DeShon Elliott),2.31,2.54,18.0,2023,272
3.0,3:08,3.0,1.0,MIA 36,7.0,14.0,Josh Allen up the middle for 2 yards (tackle by David Long),2.54,3.31,18.0,2023,272
3.0,2:31,1.0,10.0,MIA 34,7.0,14.0,Leonard Fournette right guard for 3 yards (tackle by Zach Sieler and Cameron Goode),3.31,3.18,18.0,2023,272
3.0,1:49,2.0,7.0,MIA 31,7.0,14.0,Josh Allen pass complete short middle to Khalil Shakir for 13 yards (tackle by Brandon Jones),3.18,4.37,18.0,2023,272
3.0,1:09,1.0,10.0,MIA 18,7.0,14.0,James Cook left end for -3 yards (tackle by Brandon Jones),4.37,3.42,18.0,2023,272
3.0,0:30,2.0,13.0,MIA 21,7.0,14.0,Josh Allen pass incomplete deep left intended for Trent Sherfield,3.42,2.74,18.0,2023,272
3.0,0:17,3.0,13.0,MIA 21,7.0,14.0,"Josh Allen sacked by Christian Wilkins for -6 yards. Josh Allen fumbles (forced by Christian Wilkins), recovered by Christian Wilkins at MIA-27 (tackle by Christian Wilkins)",2.74,-0.74,18.0,2023,272
3.0,0:12,1.0,10.0,MIA 27,7.0,14.0,Tua Tagovailoa pass complete short left to Tyreek Hill for 15 yards (tackle by Terrel Bernard),0.74,1.73,18.0,2023,272
4.0,15:00,1.0,10.0,MIA 42,7.0,14.0,"Penalty on Terron Armstead: False Start, 5 yards (accepted) (no play)",1.73,1.4,18.0,2023,272
4.0,15:00,1.0,15.0,MIA 37,7.0,14.0,"Tua Tagovailoa pass complete short right to Tyreek Hill for 14 yards (tackle by Dane Jackson) BUF challenged the pass completion ruling, and the original play was overturned. Tua Tagovailoa pass incomplete short right intended for Tyreek Hill",1.4,0.51,18.0,2023,272
4.0,14:58,2.0,15.0,MIA 37,7.0,14.0,"Tua Tagovailoa pass incomplete deep left intended for Cedrick Wilson. Penalty on Alec Ingold: Illegal Blindside Block, 15 yards (accepted) (no play)",0.51,-1.51,18.0,2023,272
4.0,14:45,2.0,30.0,MIA 22,7.0,14.0,Jeff Wilson right guard for 6 yards (tackle by Terrel Bernard),-1.51,-1.35,18.0,2023,272
4.0,14:12,3.0,24.0,MIA 28,7.0,14.0,"Tua Tagovailoa pass complete short right to Durham Smythe for 10 yards (tackle by Ed Oliver). Penalty on Austin Jackson: Ineligible Downfield Pass, 5 yards (declined)",-1.35,-0.85,18.0,2023,272
4.0,14:02,4.0,14.0,MIA 38,13.0,14.0,"Jake Bailey punts 58 yards, returned by Deonte Harty for 96 yards, touchdown",-0.85,-7.0,18.0,2023,272
4.0,13:42,,,MIA 15,14.0,14.0,Tyler Bass kicks extra point good,0.0,0.0,18.0,2023,272
4.0,13:42,,,BUF 35,14.0,14.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,272
4.0,13:42,1.0,10.0,MIA 25,14.0,14.0,De'Von Achane left end for -1 yards (tackle by Taron Johnson),0.61,-0.07,18.0,2023,272
4.0,13:06,2.0,11.0,MIA 24,14.0,14.0,De'Von Achane right guard for 2 yards (tackle by Baylon Spector and DaQuan Jones),-0.07,-0.49,18.0,2023,272
4.0,12:26,3.0,9.0,MIA 26,14.0,14.0,Tua Tagovailoa pass incomplete short middle intended for Cedrick Wilson (defended by Dane Jackson),-0.49,-1.63,18.0,2023,272
4.0,12:17,4.0,9.0,MIA 26,14.0,14.0,Jake Bailey punts 48 yards downed by Alec Ingold,-1.63,-0.67,18.0,2023,272
4.0,12:08,1.0,10.0,BUF 26,14.0,14.0,Josh Allen pass complete short right to Stefon Diggs for 5 yards (tackle by Eli Apple),0.67,0.81,18.0,2023,272
4.0,11:32,2.0,5.0,BUF 31,14.0,14.0,James Cook left end for 3 yards (tackle by Zach Sieler),0.81,0.5,18.0,2023,272
4.0,10:50,3.0,2.0,BUF 34,14.0,14.0,Josh Allen up the middle for 5 yards (tackle by Melvin Ingram),0.5,1.53,18.0,2023,272
4.0,10:06,1.0,10.0,BUF 39,14.0,14.0,Josh Allen pass complete deep left to Dalton Kincaid for 26 yards,1.53,3.25,18.0,2023,272
4.0,9:20,1.0,10.0,MIA 35,14.0,14.0,Josh Allen pass complete short middle to James Cook for 4 yards (tackle by Jerome Baker),3.25,3.24,18.0,2023,272
4.0,8:40,2.0,6.0,MIA 31,14.0,14.0,Josh Allen pass complete deep right to Khalil Shakir for 28 yards (tackle by Kader Kohou),3.24,6.51,18.0,2023,272
4.0,8:04,1.0,3.0,MIA 3,14.0,14.0,James Cook left end for -2 yards (tackle by Brandon Jones),6.51,5.15,18.0,2023,272
4.0,7:21,2.0,5.0,MIA 5,20.0,14.0,"Josh Allen pass complete short right to Dawson Knox for 5 yards, touchdown",5.15,7.0,18.0,2023,272
4.0,7:16,,,MIA 15,21.0,14.0,Tyler Bass kicks extra point good,0.0,0.0,18.0,2023,272
4.0,7:16,,,BUF 35,21.0,14.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,18.0,2023,272
4.0,7:16,1.0,10.0,MIA 25,21.0,14.0,Tua Tagovailoa pass incomplete deep right intended for Tyreek Hill,0.61,0.06,18.0,2023,272
4.0,7:11,2.0,10.0,MIA 25,21.0,14.0,Tua Tagovailoa pass complete short left to Chase Claypool for 3 yards (tackle by Taron Johnson),0.06,-0.23,18.0,2023,272
4.0,6:27,3.0,7.0,MIA 28,21.0,14.0,Tua Tagovailoa pass incomplete short left intended for Tyreek Hill (defended by Micah Hyde),-0.23,-1.5,18.0,2023,272
4.0,6:22,4.0,7.0,MIA 28,21.0,14.0,"Jake Bailey punts 46 yards, fair catch by Deonte Harty at BUF-26",-1.5,-0.67,18.0,2023,272
4.0,6:14,1.0,10.0,BUF 26,21.0,14.0,Josh Allen pass complete short right to James Cook for 6 yards (tackle by Emmanuel Ogbah and Jerome Baker),0.67,0.94,18.0,2023,272
4.0,5:28,,,,,,Timeout #1 by Buffalo Bills,,,18.0,2023,272
4.0,5:28,2.0,4.0,BUF 32,21.0,14.0,Leonard Fournette up the middle for 3 yards (tackle by Jalen Ramsey and Zach Sieler),0.94,0.63,18.0,2023,272
4.0,4:44,3.0,1.0,BUF 35,21.0,14.0,Josh Allen up the middle for no gain (tackle by Raekwon Davis),0.63,-1.04,18.0,2023,272
4.0,4:07,4.0,1.0,BUF 35,21.0,14.0,Josh Allen up the middle for 2 yards (tackle by Melvin Ingram),-1.04,1.4,18.0,2023,272
4.0,3:24,1.0,10.0,BUF 37,21.0,14.0,Leonard Fournette left guard for 2 yards (tackle by David Long and Zach Sieler),1.4,1.13,18.0,2023,272
4.0,3:18,,,,,,Timeout #1 by Miami Dolphins,,,18.0,2023,272
4.0,3:18,2.0,8.0,BUF 39,21.0,14.0,Josh Allen sacked by and Zach Sieler for no gain and Melvin Ingram for no gain,1.13,0.43,18.0,2023,272
4.0,3:12,,,,,,Timeout #2 by Miami Dolphins,,,18.0,2023,272
4.0,3:12,3.0,8.0,BUF 39,21.0,14.0,"Penalty on BUF: Delay of Game, 5 yards (accepted) (no play)",0.43,-0.23,18.0,2023,272
4.0,3:12,3.0,13.0,BUF 34,21.0,14.0,Josh Allen scrambles right end for 15 yards (tackle by Christian Wilkins),-0.23,2.19,18.0,2023,272
4.0,3:04,1.0,10.0,BUF 49,21.0,14.0,"Penalty on Jalen Ramsey: Defensive Holding, 5 yards (accepted) (no play)",2.19,2.52,18.0,2023,272
4.0,3:04,1.0,10.0,MIA 46,21.0,14.0,Leonard Fournette left guard for -1 yards (tackle by Emmanuel Ogbah),2.52,1.84,18.0,2023,272
4.0,2:59,,,,,,Timeout #3 by Miami Dolphins,,,18.0,2023,272
4.0,2:59,2.0,11.0,MIA 47,21.0,14.0,Josh Allen left end for 1 yard (tackle by David Long),1.84,1.29,18.0,2023,272
4.0,2:16,3.0,10.0,MIA 46,21.0,14.0,Josh Allen pass complete short middle to Khalil Shakir for 9 yards (tackle by David Long),1.29,0.79,18.0,2023,272
4.0,2:00,,,,,,Timeout #2 by Buffalo Bills,,,18.0,2023,272
4.0,2:00,4.0,1.0,MIA 37,21.0,14.0,Josh Allen up the middle for no gain (tackle by David Long and Emmanuel Ogbah),0.79,-1.4,18.0,2023,272
4.0,1:53,1.0,10.0,MIA 37,21.0,14.0,Tua Tagovailoa pass complete short left to Tyreek Hill for 7 yards (tackle by Dane Jackson),1.4,1.8,18.0,2023,272
4.0,1:48,2.0,3.0,MIA 44,21.0,14.0,Tua Tagovailoa pass complete short right to Durham Smythe for 6 yards (tackle by Micah Hyde),1.8,2.26,18.0,2023,272
4.0,1:26,1.0,10.0,MIA 50,21.0,14.0,"Tua Tagovailoa pass incomplete short middle intended for Tyreek Hill. Penalty on Dane Jackson: Defensive Pass Interference, 10 yards (accepted) (no play)",2.26,2.92,18.0,2023,272
4.0,1:22,1.0,10.0,BUF 40,21.0,14.0,Tua Tagovailoa pass incomplete deep right intended for Tyreek Hill (defended by Taylor Rapp),2.92,2.37,18.0,2023,272
4.0,1:17,2.0,10.0,BUF 40,21.0,14.0,Tua Tagovailoa pass deep left intended for Chase Claypool is intercepted by Taylor Rapp at BUF-22 and returned for no gain (tackle by Chase Claypool),2.37,-0.41,18.0,2023,272
4.0,1:13,1.0,10.0,BUF 22,21.0,14.0,Josh Allen kneels for -1 yards,0.41,-0.27,18.0,2023,272
4.0,0:38,2.0,11.0,BUF 21,21.0,14.0,Josh Allen kneels for -1 yards,-0.27,-1.09,18.0,2023,272
