Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Justin Fields,CHI,11,16,148,8,38.1,142,8.9,92,8.4,5.8,56,5.1,0,0.0%,2,12.5%,5,4,2,0,7,29.2%,3,4.7,18.0,2023,265
Jordan Love,GNB,27,32,316,14,42.4,221,6.9,163,6.0,5.1,153,5.7,0,0.0%,2,6.3%,1,3,0,0,1,2.9%,1,1.0,18.0,2023,265
