Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Broncos,-13.0,1.3,2.59,-1.29,-2.66,-12.72,-10.74,-1.25,0.0,-0.08,-1.76,3.37,5.22,-5.29,-1.62,18.0,2023,268
Raiders,13.0,12.72,10.74,1.25,0.0,-1.3,-2.59,1.29,2.66,0.08,-3.37,1.76,5.29,-5.22,1.62,18.0,2023,268
