Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Blaine Gabbert,KAN,0,0,0,0,0,18.0,2023,269
La'Mical Perine,KAN,4,3,33,0,25,18.0,2023,269
Clyde Edwards-Helaire,KAN,2,1,9,0,9,18.0,2023,269
Mecole Hardman,KAN,11,6,77,0,37,18.0,2023,269
Justyn Ross,KAN,4,2,17,0,10,18.0,2023,269
Richie James,KAN,2,2,15,0,11,18.0,2023,269
Blake Bell,KAN,2,1,3,0,3,18.0,2023,269
Justin Watson,KAN,1,0,0,0,0,18.0,2023,269
Noah Gray,KAN,3,0,0,0,0,18.0,2023,269
Easton Stick,LAC,0,0,0,0,0,18.0,2023,269
Derius Davis,LAC,1,1,18,0,18,18.0,2023,269
Austin Ekeler,LAC,8,7,38,0,9,18.0,2023,269
Josh Palmer,LAC,10,6,44,0,12,18.0,2023,269
Quentin Johnston,LAC,5,2,17,0,13,18.0,2023,269
Joshua Kelley,LAC,0,0,0,0,0,18.0,2023,269
Donald Parham,LAC,6,5,83,0,24,18.0,2023,269
Alex Erickson,LAC,5,2,29,0,25,18.0,2023,269
Stone Smartt,LAC,3,2,14,0,8,18.0,2023,269
Keelan Doss,LAC,5,1,8,0,8,18.0,2023,269
Gerald Everett,LAC,1,1,4,0,4,18.0,2023,269
Nick Vannett,LAC,1,1,3,0,3,18.0,2023,269
