Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Baker Mayfield,TAM,0,0,18.0,2023,260
Rachaad White,TAM,0,0,18.0,2023,260
Chase Edmonds,TAM,0,0,18.0,2023,260
Chris Godwin,TAM,0,0,18.0,2023,260
Cade Otton,TAM,0,0,18.0,2023,260
Mike Evans,TAM,0,0,18.0,2023,260
Trey Palmer,TAM,1,0,18.0,2023,260
David Moore,TAM,0,0,18.0,2023,260
Deven Thompkins,TAM,0,0,18.0,2023,260
Bryce Young,CAR,1,1,18.0,2023,260
Chuba Hubbard,CAR,0,0,18.0,2023,260
Miles Sanders,CAR,0,0,18.0,2023,260
Raheem Blackshear,CAR,0,0,18.0,2023,260
DJ Chark,CAR,1,1,18.0,2023,260
Adam Thielen,CAR,0,0,18.0,2023,260
Tommy Tremble,CAR,0,0,18.0,2023,260
Ihmir Smith-Marsette,CAR,0,0,18.0,2023,260
Terrace Marshall Jr.,CAR,0,0,18.0,2023,260
Ian Thomas,CAR,0,0,18.0,2023,260
Stephen Sullivan,CAR,0,0,18.0,2023,260
