Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Cardinals,0.0,18.03,15.12,5.12,0.0,-10.16,-5.21,-4.95,0.0,-6.27,-3.05,1.87,1.71,-4.64,-2.16,18.0,2023,266
Seahawks,0.0,10.16,5.21,4.95,0.0,-18.03,-15.12,-5.12,0.0,6.27,-1.87,3.05,4.64,-1.71,2.16,18.0,2023,266
