Player,Pos,home_team,team,week,year,game_id
Trevor Siemian,QB,0,Jets,18.0,2023,264
Breece Hall,RB,0,Jets,18.0,2023,264
Garrett Wilson,WR,0,Jets,18.0,2023,264
Jason Brownlee,WR,0,Jets,18.0,2023,264
Xavier Gipson,WR,0,Jets,18.0,2023,264
Tyler Conklin,TE,0,Jets,18.0,2023,264
Xavier Newman-Johnson,OL,0,Jets,18.0,2023,264
Mekhi Becton,T,0,Jets,18.0,2023,264
Carter Warren,T,0,Jets,18.0,2023,264
Laken Tomlinson,G,0,Jets,18.0,2023,264
Joe Tippmann,C,0,Jets,18.0,2023,264
Solomon Thomas,DL,0,Jets,18.0,2023,264
John Franklin-Myers,DL,0,Jets,18.0,2023,264
Quinnen Williams,DL,0,Jets,18.0,2023,264
C.J. Mosley,LB,0,Jets,18.0,2023,264
Jermaine Johnson II,LB,0,Jets,18.0,2023,264
Jamien Sherwood,LB,0,Jets,18.0,2023,264
Quincy Williams,LB,0,Jets,18.0,2023,264
D.J. Reed,CB,0,Jets,18.0,2023,264
Sauce Gardner,CB,0,Jets,18.0,2023,264
Jordan Whitehead,S,0,Jets,18.0,2023,264
Tony Adams,S,0,Jets,18.0,2023,264
