Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Carson Wentz,LAR,17,56,1,4.0,36,2.1,20,1.2,0,,18.0,2023,271
Ronnie Rivers,LAR,13,52,0,2.0,27,2.1,25,1.9,1,13.0,18.0,2023,271
Royce Freeman,LAR,4,2,0,1.0,-1,-0.3,3,0.8,0,,18.0,2023,271
Tutu Atwell,LAR,1,-4,0,0.0,-4,-4.0,0,0.0,0,,18.0,2023,271
Zach Evans,LAR,1,3,0,,0,0.0,3,3.0,0,,18.0,2023,271
Elijah Mitchell,SFO,14,52,1,2.0,33,2.4,19,1.4,1,14.0,18.0,2023,271
Sam Darnold,SFO,7,19,1,3.0,13,1.9,6,0.9,0,,18.0,2023,271
Jordan Mason,SFO,6,36,0,3.0,23,3.8,13,2.2,0,,18.0,2023,271
Ray-Ray McCloud,SFO,1,7,0,0.0,5,5.0,2,2.0,0,,18.0,2023,271
Deebo Samuel,SFO,1,11,0,1.0,4,4.0,7,7.0,1,1.0,18.0,2023,271
