Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Trevor Lawrence,JAX,0,0,0,0,0,18.0,2023,263
Travis Etienne,JAX,6,5,30,0,13,18.0,2023,263
Tank Bigsby,JAX,0,0,0,0,0,18.0,2023,263
Calvin Ridley,JAX,10,6,106,1,59,18.0,2023,263
Evan Engram,JAX,13,10,79,1,17,18.0,2023,263
Zay Jones,JAX,9,6,47,0,11,18.0,2023,263
Parker Washington,JAX,1,1,11,0,11,18.0,2023,263
Tim Jones,JAX,2,1,7,0,7,18.0,2023,263
D'Ernest Johnson,JAX,0,0,0,0,0,18.0,2023,263
Ryan Tannehill,TEN,1,0,0,0,0,18.0,2023,263
DeAndre Hopkins,TEN,10,7,46,1,16,18.0,2023,263
Derrick Henry,TEN,0,0,0,0,0,18.0,2023,263
Tyjae Spears,TEN,3,3,41,1,28,18.0,2023,263
Chigoziem Okonkwo,TEN,3,2,36,0,21,18.0,2023,263
Chris Moore,TEN,4,3,30,0,16,18.0,2023,263
Kyle Philips,TEN,3,2,15,0,10,18.0,2023,263
Kevin Rader,TEN,2,0,0,0,0,18.0,2023,263
Ty Zentner,TEN,0,0,0,0,0,18.0,2023,263
