Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Mason Rudolph,PIT,18,20,152,1,0,3,18,71,115.0,18.0,2023,257
Najee Harris,PIT,0,0,0,0,0,0,0,0,,18.0,2023,257
Jaylen Warren,PIT,0,0,0,0,0,0,0,0,,18.0,2023,257
Calvin Austin III,PIT,0,0,0,0,0,0,0,0,,18.0,2023,257
George Pickens,PIT,0,0,0,0,0,0,0,0,,18.0,2023,257
Diontae Johnson,PIT,0,0,0,0,0,0,0,0,,18.0,2023,257
Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,,18.0,2023,257
Connor Heyward,PIT,0,0,0,0,0,0,0,0,,18.0,2023,257
Allen Robinson,PIT,0,0,0,0,0,0,0,0,,18.0,2023,257
Tyler Huntley,BAL,15,28,146,1,0,4,28,27,80.4,18.0,2023,257
Gus Edwards,BAL,0,0,0,0,0,0,0,0,,18.0,2023,257
Melvin Gordon,BAL,0,0,0,0,0,0,0,0,,18.0,2023,257
Nelson Agholor,BAL,0,0,0,0,0,0,0,0,,18.0,2023,257
Isaiah Likely,BAL,0,0,0,0,0,0,0,0,,18.0,2023,257
Justice Hill,BAL,0,0,0,0,0,0,0,0,,18.0,2023,257
Charlie Kolar,BAL,0,0,0,0,0,0,0,0,,18.0,2023,257
Laquon Treadwell,BAL,0,0,0,0,0,0,0,0,,18.0,2023,257
Tylan Wallace,BAL,0,0,0,0,0,0,0,0,,18.0,2023,257
