#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,PIT 25,6,3:23,22,Punt,0,Steelers,18.0,2023,257
2,1,10:08,PIT 24,12,7:32,76,Touchdown,0,Steelers,18.0,2023,257
3,1,1:34,PIT 37,3,1:42,2,Punt,0,Steelers,18.0,2023,257
4,2,13:28,BAL 45,4,2:26,13,Fumble,0,Steelers,18.0,2023,257
5,2,7:26,PIT 10,3,2:19,9,Punt,0,Steelers,18.0,2023,257
6,2,2:19,PIT 40,8,2:14,23,Fumble,0,Steelers,18.0,2023,257
7,3,13:13,PIT 36,4,2:52,4,Punt,0,Steelers,18.0,2023,257
8,3,8:18,PIT 34,4,2:46,2,Punt,0,Steelers,18.0,2023,257
9,3,2:50,PIT 11,6,3:01,89,Touchdown,0,Steelers,18.0,2023,257
10,4,10:03,PIT 43,3,2:22,4,Punt,0,Steelers,18.0,2023,257
11,4,7:14,BAL 32,9,4:01,25,Field Goal,0,Steelers,18.0,2023,257
12,4,0:16,BAL 45,1,0:16,-1,End of Game,0,Steelers,18.0,2023,257
