Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Christian Benford,BUF,1,0,0,0,1,0.0,3,2,1,0,0,0,0,0,0,18.0,2023,272
Taylor Rapp,BUF,1,0,0,0,2,0.0,1,0,1,0,0,0,0,0,0,18.0,2023,272
Tyrel Dodson,BUF,0,0,0,0,0,1.0,3,3,0,1,1,0,0,0,0,18.0,2023,272
Terrel Bernard,BUF,0,0,0,0,0,0.0,9,3,6,0,0,0,0,0,0,18.0,2023,272
Taron Johnson,BUF,0,0,0,0,0,0.0,9,4,5,1,0,0,0,0,0,18.0,2023,272
Jordan Poyer,BUF,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0,18.0,2023,272
DaQuan Jones,BUF,0,0,0,0,0,0.0,4,2,2,1,0,0,0,0,0,18.0,2023,272
Baylon Spector,BUF,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0,18.0,2023,272
Dane Jackson,BUF,0,0,0,0,1,0.0,3,3,0,0,0,0,0,0,0,18.0,2023,272
Micah Hyde,BUF,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0,18.0,2023,272
Leonard Floyd,BUF,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,18.0,2023,272
Ed Oliver,BUF,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,18.0,2023,272
Gregory Rousseau,BUF,0,0,0,0,0,0.0,1,1,0,1,2,0,0,0,0,18.0,2023,272
DeShon Elliott,MIA,1,0,0,0,1,0.0,10,6,4,0,0,0,0,0,0,18.0,2023,272
Eli Apple,MIA,1,8,0,8,1,0.0,8,5,3,0,0,0,0,0,0,18.0,2023,272
Melvin Ingram,MIA,0,0,0,0,0,1.5,5,4,1,1,2,0,0,0,0,18.0,2023,272
Christian Wilkins,MIA,0,0,0,0,0,1.0,5,5,0,0,3,1,0,0,1,18.0,2023,272
Zach Sieler,MIA,0,0,0,0,0,0.5,7,2,5,0,2,0,0,0,0,18.0,2023,272
David Long,MIA,0,0,0,0,0,0.0,10,8,2,0,0,0,0,0,0,18.0,2023,272
Jerome Baker,MIA,0,0,0,0,0,0.0,9,4,5,0,0,0,0,0,0,18.0,2023,272
Brandon Jones,MIA,0,0,0,0,0,0.0,8,6,2,2,0,0,0,0,0,18.0,2023,272
Emmanuel Ogbah,MIA,0,0,0,0,0,0.0,4,1,3,1,0,0,0,0,0,18.0,2023,272
Jalen Ramsey,MIA,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,18.0,2023,272
Duke Riley,MIA,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,18.0,2023,272
Cameron Goode,MIA,0,0,0,0,0,0.0,2,1,1,0,1,0,0,0,0,18.0,2023,272
Da'Shawn Hand,MIA,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,18.0,2023,272
Raekwon Davis,MIA,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,18.0,2023,272
Jevon Holland,MIA,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,18.0,2023,272
Kader Kohou,MIA,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0,18.0,2023,272
Andrew Van Ginkel,MIA,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,18.0,2023,272
