Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Micah McFadden,NYG,0,5,5,100.0%,25.0,5.0,5.0,1.0,127.1,1.8,9.0,16.0,3,0,0,0.0,0,6,1,14.3%,15.0,2023,219
Adoree' Jackson,NYG,0,4,4,100.0%,74.0,18.5,18.5,1.0,158.3,16.0,64.0,10.0,0,0,0,0.0,0,5,0,0.0%,15.0,2023,219
Jason Pinnock,NYG,0,5,3,60.0%,23.0,7.7,4.6,1.0,110.8,5.6,22.0,1.0,1,0,0,1.0,1,8,0,0.0%,15.0,2023,219
Deonte Banks,NYG,0,4,3,75.0%,36.0,12.0,9.0,0.0,102.1,17.5,29.0,7.0,1,0,0,0.0,0,3,1,25.0%,15.0,2023,219
Cordale Flott,NYG,0,3,3,100.0%,20.0,6.7,6.7,0.0,94.4,0.0,0.0,20.0,1,0,0,0.0,0,3,0,0.0%,15.0,2023,219
Xavier McKinney,NYG,0,3,3,100.0%,19.0,6.3,6.3,1.0,132.6,3.7,11.0,8.0,0,0,0,0.0,0,4,0,0.0%,15.0,2023,219
Dane Belton,NYG,0,3,2,66.7%,13.0,6.5,4.3,0.0,75.7,5.0,2.0,11.0,0,0,0,0.0,0,1,0,0.0%,15.0,2023,219
Bobby Okereke,NYG,0,1,1,100.0%,17.0,17.0,17.0,0.0,118.7,-3.0,-3.0,20.0,3,0,1,0.0,1,3,0,0.0%,15.0,2023,219
Azeez Ojulari,NYG,0,1,1,100.0%,4.0,4.0,4.0,0.0,83.3,3.0,3.0,1.0,6,1,0,0.0,1,3,0,0.0%,15.0,2023,219
Jihad Ward,NYG,0,0,0,,,,,,,,,,4,0,0,0.0,0,0,0,,15.0,2023,219
Kayvon Thibodeaux,NYG,0,1,0,0.0%,,,0.0,,39.6,7.0,,,10,0,0,0.0,0,1,0,0.0%,15.0,2023,219
Isaiah Simmons,NYG,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%,15.0,2023,219
Rakeem Nunez-Roches,NYG,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,1,20.0%,15.0,2023,219
Alontae Taylor,NOR,0,5,5,100.0%,16.0,3.2,3.2,0.0,80.0,-1.2,-6.0,22.0,4,0,0,0.0,0,6,1,14.3%,15.0,2023,219
Isaac Yiadom,NOR,0,8,3,37.5%,38.0,12.7,4.8,0.0,53.1,8.9,9.0,29.0,1,1,0,0.0,1,3,0,0.0%,15.0,2023,219
Demario Davis,NOR,0,3,3,100.0%,18.0,6.0,6.0,0.0,91.7,2.0,6.0,12.0,2,0,0,1.0,1,10,0,0.0%,15.0,2023,219
Jordan Howden,NOR,0,3,3,100.0%,42.0,14.0,14.0,0.0,118.7,7.7,23.0,19.0,2,0,0,0.0,0,4,1,20.0%,15.0,2023,219
Pete Werner,NOR,0,4,3,75.0%,35.0,11.7,8.8,0.0,101.0,6.0,21.0,14.0,1,0,0,0.0,0,6,0,0.0%,15.0,2023,219
Tyrann Mathieu,NOR,0,3,2,66.7%,19.0,9.5,6.3,0.0,84.0,7.0,1.0,18.0,2,1,0,0.0,1,3,0,0.0%,15.0,2023,219
Paulson Adebo,NOR,0,7,2,28.6%,14.0,7.0,2.0,0.0,39.6,8.9,6.0,8.0,1,0,0,0.0,0,2,0,0.0%,15.0,2023,219
Bryan Bresee,NOR,0,1,1,100.0%,5.0,5.0,5.0,0.0,87.5,4.0,4.0,1.0,0,0,0,2.0,2,3,0,0.0%,15.0,2023,219
Zack Baun,NOR,0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,3.0,3.0,5.0,6,0,0,0.0,0,1,0,0.0%,15.0,2023,219
Tanoh Kpassagnon,NOR,0,0,0,,,,,,,,,,0,0,1,3.0,4,6,0,0.0%,15.0,2023,219
Carl Granderson,NOR,0,0,0,,,,,,,,,,0,1,0,1.0,2,3,0,0.0%,15.0,2023,219
Cameron Jordan,NOR,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,,15.0,2023,219
Lonnie Johnson Jr.,NOR,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%,15.0,2023,219
Blake Grupe,NOR,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,,15.0,2023,219
