Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Chris Rodriguez,WAS,10,35,0,2.0,18,1.8,17,1.7,0,,15.0,2023,221
Antonio Gibson,WAS,4,15,0,0.0,8,2.0,7,1.8,0,,15.0,2023,221
Sam Howell,WAS,3,22,0,1.0,18,6.0,4,1.3,0,,15.0,2023,221
Jacoby Brissett,WAS,2,9,0,0.0,0,0.0,9,4.5,0,,15.0,2023,221
Tress Way,WAS,1,0,0,,0,0.0,0,0.0,0,,15.0,2023,221
Jonathan Williams,WAS,1,-2,0,,-2,-2.0,0,0.0,0,,15.0,2023,221
Kyren Williams,LAR,27,152,1,11.0,96,3.6,56,2.1,2,13.5,15.0,2023,221
Royce Freeman,LAR,6,16,0,,14,2.3,2,0.3,0,,15.0,2023,221
Puka Nacua,LAR,2,3,0,0.0,0,0.0,3,1.5,0,,15.0,2023,221
Demarcus Robinson,LAR,1,23,0,1.0,14,14.0,9,9.0,0,,15.0,2023,221
Matthew Stafford,LAR,1,2,0,0.0,2,2.0,0,0.0,0,,15.0,2023,221
