Quarter,Time,Down,ToGo,Location,LAC,LVR,Detail,EPB,EPA,week,year,game_id
4.0,3:39,1.0,10.0,LVR 13,14.0,63.0,Isaiah Spiller right tackle for 7 yards (tackle by Tyree Wilson),4.71,5.34,15.0,2023,209
4.0,3:21,,,,,,Timeout #2 by Las Vegas Raiders,,,15.0,2023,209
4.0,3:21,2.0,3.0,LVR 6,14.0,63.0,Isaiah Spiller right guard for no gain (tackle by Luke Masterson),5.34,4.56,15.0,2023,209
4.0,2:42,3.0,3.0,LVR 6,20.0,63.0,"Easton Stick pass complete short left to Quentin Johnston for 6 yards, touchdown",4.56,7.0,15.0,2023,209
4.0,2:38,,,LVR 15,21.0,63.0,Cameron Dicker kicks extra point good,0.0,0.0,15.0,2023,209
4.0,2:38,,,LAC 35,21.0,63.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,209
4.0,2:38,1.0,10.0,LVR 25,21.0,63.0,Zamir White up the middle for 7 yards (tackle by Daiyan Henley and Ja'Sir Taylor),0.61,1.01,15.0,2023,209
4.0,2:00,2.0,3.0,LVR 32,21.0,63.0,Zamir White up the middle for 1 yard (tackle by Austin Johnson),1.01,0.43,15.0,2023,209
4.0,1:21,3.0,2.0,LVR 33,21.0,63.0,Zamir White up the middle for 1 yard (tackle by Nick Niemann and Christopher Hinton),0.43,-1.11,15.0,2023,209
4.0,0:38,4.0,1.0,LVR 34,21.0,63.0,AJ Cole punts 44 yards out of bounds,-1.11,-0.41,15.0,2023,209
4.0,0:31,1.0,10.0,LAC 22,21.0,63.0,Isaiah Spiller right guard for 4 yards (tackle by Tyree Wilson and Adam Butler),0.41,0.41,15.0,2023,209
