#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,11:10,NYJ 12,4,2:05,-8,Fumble,0,Jets,15.0,2023,218
2,1,7:37,NYJ 25,7,2:14,16,Downs,0,Jets,15.0,2023,218
3,2,13:56,NYJ 25,3,2:27,-11,Punt,0,Jets,15.0,2023,218
4,2,9:19,NYJ 9,3,1:28,-3,Punt,0,Jets,15.0,2023,218
5,2,7:42,NYJ 25,5,2:15,9,Punt,0,Jets,15.0,2023,218
6,2,1:03,NYJ 25,5,1:03,1,Punt,0,Jets,15.0,2023,218
7,3,15:00,NYJ 25,3,1:03,-9,Punt,0,Jets,15.0,2023,218
8,3,8:36,NYJ 25,7,4:11,42,Interception,0,Jets,15.0,2023,218
9,4,11:42,NYJ 25,7,3:10,22,Fumble,0,Jets,15.0,2023,218
10,4,6:03,NYJ 13,10,3:21,24,Interception,0,Jets,15.0,2023,218
11,4,0:22,NYJ 46,1,0:22,0,End of Game,0,Jets,15.0,2023,218
