Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Chiefs,10.0,-5.95,3.21,-8.5,-10.16,16.05,14.02,2.03,5.94,-0.09,-3.12,2.44,2.26,-3.86,2.19,15.0,2023,217
Patriots,-10.0,-16.05,-14.02,-2.03,-5.94,5.95,-3.21,8.5,10.16,0.09,-2.44,3.12,3.86,-2.26,-2.19,15.0,2023,217
