Quarter,Time,Tm,Detail,ATL,CAR,week,year,game_id
2.0,4:49,Falcons,Cordarrelle Patterson 2 yard pass from Desmond Ridder (Younghoe Koo kick),7,0,15.0,2023,213
,0:22,Panthers,Eddy Piñeiro 34 yard field goal,7,3,15.0,2023,213
4.0,13:32,Panthers,Eddy Piñeiro 25 yard field goal,7,6,15.0,2023,213
,0:00,Panthers,Eddy Piñeiro 23 yard field goal,7,9,15.0,2023,213
