0,1,week,year,game_id
Won Toss,Browns,15.0,2023,214
Roof,outdoors,15.0,2023,214
Surface,grass,15.0,2023,214
Duration,3:21,15.0,2023,214
Attendance,67919,15.0,2023,214
Weather,"45 degrees, relative humidity 84%, wind 15 mph",15.0,2023,214
Vegas Line,Cleveland Browns -3.0,15.0,2023,214
Over/Under,38.0 (under),15.0,2023,214
