Quarter,Time,Down,ToGo,Location,WAS,LAR,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Rams won the coin toss and deferred, Commanders to receive the opening kickoff.",,,15.0,2023,221
1.0,15:00,,,LAR 35,0.0,0.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,221
1.0,15:00,1.0,10.0,WAS 25,0.0,0.0,Sam Howell pass complete short middle to Curtis Samuel for 6 yards (tackle by Byron Young and Jordan Fuller),0.61,0.87,15.0,2023,221
1.0,14:26,2.0,4.0,WAS 31,0.0,0.0,Sam Howell pass incomplete short left,0.87,0.17,15.0,2023,221
1.0,14:21,3.0,4.0,WAS 31,0.0,0.0,Sam Howell pass incomplete short left intended for Curtis Samuel (defended by Quentin Lake),0.17,-1.31,15.0,2023,221
1.0,14:18,4.0,4.0,WAS 31,0.0,0.0,"Tress Way punts 50 yards, fair catch by Austin Trammell at LA-19",-1.31,-0.15,15.0,2023,221
1.0,14:11,1.0,10.0,LAR 19,0.0,0.0,"Penalty on Tyler Higbee: False Start, 5 yards (accepted) (no play)",0.15,-0.39,15.0,2023,221
1.0,14:11,1.0,15.0,LAR 14,0.0,0.0,Matthew Stafford pass complete short left to Puka Nacua for 6 yards (tackle by Benjamin St-Juste and Kamren Curl),-0.39,-0.2,15.0,2023,221
1.0,13:38,2.0,9.0,LAR 20,0.0,0.0,Kyren Williams up the middle for no gain (tackle by Khaleke Hudson),-0.2,-0.94,15.0,2023,221
1.0,12:57,3.0,9.0,LAR 20,0.0,0.0,Matthew Stafford pass complete deep middle to Demarcus Robinson for 21 yards (tackle by Quan Martin),-0.94,1.66,15.0,2023,221
1.0,12:15,1.0,10.0,LAR 41,0.0,0.0,Kyren Williams up the middle for 27 yards (tackle by Cody Barton),1.66,3.45,15.0,2023,221
1.0,11:31,1.0,10.0,WAS 32,0.0,0.0,Matthew Stafford pass complete short right to Puka Nacua for 13 yards,3.45,4.31,15.0,2023,221
1.0,10:58,1.0,10.0,WAS 19,0.0,0.0,Kyren Williams right end for 9 yards (tackle by Cody Barton and Kamren Curl),4.31,5.36,15.0,2023,221
1.0,10:16,2.0,1.0,WAS 10,0.0,0.0,Kyren Williams up the middle for 6 yards (tackle by Jalen Harris and Kendall Fuller),5.36,6.28,15.0,2023,221
1.0,9:47,1.0,4.0,WAS 4,0.0,0.0,Matthew Stafford pass complete short left to Cooper Kupp for -3 yards (tackle by Kendall Fuller and Cody Barton),6.28,4.76,15.0,2023,221
1.0,9:07,2.0,7.0,WAS 7,0.0,0.0,Matthew Stafford pass complete short left to Puka Nacua for 4 yards (tackle by Kamren Curl),4.76,4.72,15.0,2023,221
1.0,8:25,3.0,3.0,WAS 3,0.0,0.0,Matthew Stafford sacked by Daron Payne for -1 yards,4.72,3.03,15.0,2023,221
1.0,7:41,4.0,4.0,WAS 4,0.0,3.0,Lucas Havrisik 22 yard field goal good,3.03,3.0,15.0,2023,221
1.0,7:39,,,LAR 35,0.0,3.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,221
1.0,7:39,1.0,10.0,WAS 25,0.0,3.0,Sam Howell pass complete short right to Antonio Gibson for 8 yards (tackle by Quentin Lake),0.61,1.14,15.0,2023,221
1.0,7:10,2.0,2.0,WAS 33,0.0,3.0,Sam Howell pass complete short right to Antonio Gibson for 3 yards (tackle by Michael Hoecht),1.14,1.33,15.0,2023,221
1.0,6:34,1.0,10.0,WAS 36,0.0,3.0,Chris Rodriguez right tackle for 2 yards (tackle by Ernest Jones and Bobby Brown),1.33,1.06,15.0,2023,221
1.0,5:57,2.0,8.0,WAS 38,0.0,3.0,Chris Rodriguez left guard for 3 yards (tackle by Jonah Williams and Ernest Jones),1.06,0.76,15.0,2023,221
1.0,5:14,3.0,5.0,WAS 41,0.0,3.0,Sam Howell scrambles right end for 6 yards (tackle by Michael Hoecht),0.76,2.06,15.0,2023,221
1.0,4:37,1.0,10.0,WAS 47,0.0,3.0,"Sam Howell pass complete short right to Terry McLaurin for no gain (tackle by Christian Rozeboom). Penalty on Charles Leno: Offensive Holding, 10 yards (accepted) (no play)",2.06,1.4,15.0,2023,221
1.0,4:10,1.0,20.0,WAS 37,0.0,3.0,Sam Howell pass complete short left to Byron Pringle for 5 yards (tackle by Derion Kendrick),1.4,0.84,15.0,2023,221
1.0,3:27,2.0,15.0,WAS 42,0.0,3.0,Sam Howell pass incomplete deep left intended for Terry McLaurin,0.84,0.17,15.0,2023,221
1.0,3:20,3.0,15.0,WAS 42,0.0,3.0,Sam Howell scrambles right end for 13 yards (tackle by Byron Young and Quentin Lake),0.17,0.27,15.0,2023,221
1.0,2:54,4.0,2.0,LAR 45,0.0,3.0,Sam Howell pass complete deep right to Terry McLaurin for 24 yards (tackle by Derion Kendrick),0.27,4.17,15.0,2023,221
1.0,2:11,1.0,10.0,LAR 21,0.0,3.0,Antonio Gibson up the middle for 8 yards (tackle by Jordan Fuller),4.17,4.95,15.0,2023,221
1.0,1:30,2.0,2.0,LAR 13,0.0,3.0,Sam Howell pass incomplete short right intended for Curtis Samuel,4.95,4.24,15.0,2023,221
1.0,1:25,3.0,2.0,LAR 13,0.0,3.0,Antonio Gibson right end for 1 yard (tackle by Christian Rozeboom and Jordan Fuller),4.24,2.78,15.0,2023,221
1.0,0:41,4.0,1.0,LAR 12,0.0,3.0,Sam Howell pass incomplete short left intended for Logan Thomas (defended by Nick Hampton),2.78,0.35,15.0,2023,221
1.0,0:36,1.0,10.0,LAR 12,0.0,3.0,Kyren Williams right end for -3 yards (tackle by K.J. Henry),-0.35,-1.0,15.0,2023,221
1.0,0:11,2.0,13.0,LAR 9,0.0,3.0,Matthew Stafford pass complete short right to Tyler Higbee for 7 yards (tackle by Khaleke Hudson),-1.0,-0.95,15.0,2023,221
2.0,15:00,3.0,6.0,LAR 16,0.0,3.0,Matthew Stafford pass complete short left to Cooper Kupp for 16 yards (tackle by Kendall Fuller),-0.95,1.07,15.0,2023,221
2.0,14:25,1.0,10.0,LAR 32,0.0,3.0,Kyren Williams up the middle for 5 yards (tackle by Quan Martin and Daron Payne),1.07,1.13,15.0,2023,221
2.0,13:40,2.0,6.0,LAR 37,0.0,3.0,Matthew Stafford sacked by Quan Martin for no gain,1.13,0.43,15.0,2023,221
2.0,13:12,3.0,6.0,LAR 37,0.0,3.0,Matthew Stafford pass complete short right to Tyler Higbee for 14 yards,0.43,2.32,15.0,2023,221
2.0,12:37,1.0,10.0,WAS 49,0.0,3.0,Kyren Williams right tackle for 2 yards (tackle by Cody Barton and John Ridgeway),2.32,2.05,15.0,2023,221
2.0,11:51,2.0,8.0,WAS 47,0.0,3.0,Matthew Stafford pass complete short left to Kyren Williams for 7 yards (tackle by Kendall Fuller),2.05,2.28,15.0,2023,221
2.0,11:15,3.0,1.0,WAS 40,0.0,3.0,Kyren Williams up the middle for 7 yards (tackle by Cody Barton and Kendall Fuller),2.28,3.38,15.0,2023,221
2.0,10:36,1.0,10.0,WAS 33,0.0,3.0,Matthew Stafford pass complete short right to Cooper Kupp for 8 yards (tackle by Khaleke Hudson),3.38,3.92,15.0,2023,221
2.0,9:58,2.0,2.0,WAS 25,0.0,3.0,Kyren Williams up the middle for 4 yards (tackle by John Ridgeway),3.92,4.17,15.0,2023,221
2.0,9:18,1.0,10.0,WAS 21,0.0,3.0,"Kyren Williams left tackle for 11 yards. Kyren Williams fumbles (forced by Percy Butler), recovered by Kendall Fuller at WAS-9 and returned for -1 yards (tackle by Cody Barton) (tackle by Percy Butler) (tackle by Percy Butler)",4.17,0.38,15.0,2023,221
2.0,9:07,1.0,10.0,WAS 8,0.0,3.0,Antonio Gibson right tackle for 2 yards (tackle by Quentin Lake),-0.38,-0.63,15.0,2023,221
2.0,8:28,2.0,8.0,WAS 10,0.0,3.0,Antonio Gibson left tackle for 4 yards (tackle by Jordan Fuller and John Johnson),-0.63,-0.72,15.0,2023,221
2.0,7:42,3.0,4.0,WAS 14,0.0,3.0,Sam Howell pass incomplete short right intended for Jonathan Williams,-0.72,-2.47,15.0,2023,221
2.0,7:37,4.0,4.0,WAS 14,0.0,3.0,"Tress Way punts 39 yards, fair catch by Austin Trammell at LA-47",-2.47,-2.06,15.0,2023,221
2.0,7:30,1.0,10.0,LAR 47,0.0,3.0,Royce Freeman left end for 3 yards (tackle by Quan Martin),2.06,1.92,15.0,2023,221
2.0,6:51,2.0,7.0,LAR 50,0.0,3.0,Royce Freeman right end for 2 yards (tackle by Khaleke Hudson),1.92,1.49,15.0,2023,221
2.0,6:11,3.0,5.0,WAS 48,0.0,3.0,Matthew Stafford pass complete short left to Cooper Kupp for 8 yards (tackle by Kendall Fuller),1.49,2.92,15.0,2023,221
2.0,5:33,1.0,10.0,WAS 40,0.0,3.0,Demarcus Robinson right end for 23 yards (tackle by Percy Butler and Cody Barton),2.92,4.44,15.0,2023,221
2.0,4:46,1.0,10.0,WAS 17,0.0,3.0,Royce Freeman up the middle for 4 yards (tackle by Cody Barton and Phidarian Mathis),4.44,4.5,15.0,2023,221
2.0,4:04,2.0,6.0,WAS 13,0.0,3.0,Puka Nacua left tackle for 2 yards (tackle by Quan Martin),4.5,4.1,15.0,2023,221
2.0,3:30,3.0,4.0,WAS 11,0.0,3.0,Matthew Stafford pass complete short middle to Cooper Kupp for 9 yards (tackle by Khaleke Hudson and Kamren Curl),4.1,6.74,15.0,2023,221
2.0,3:06,1.0,2.0,WAS 2,0.0,3.0,Royce Freeman up the middle for 1 yard (tackle by Kendall Fuller and Khaleke Hudson),6.74,5.91,15.0,2023,221
2.0,2:29,2.0,1.0,WAS 1,0.0,3.0,Matthew Stafford pass incomplete short right,5.91,5.17,15.0,2023,221
2.0,2:23,3.0,1.0,WAS 1,0.0,9.0,"Kyren Williams up the middle for 1 yard, touchdown",5.17,7.0,15.0,2023,221
2.0,2:19,,,WAS 15,0.0,10.0,Lucas Havrisik kicks extra point good,0.0,0.0,15.0,2023,221
2.0,2:19,,,LAR 35,0.0,10.0,"Ethan Evans kicks off 67 yards, returned by Byron Pringle for 28 yards (tackle by Troy Reeder)",0.0,0.67,15.0,2023,221
2.0,2:15,1.0,10.0,WAS 26,0.0,10.0,Sam Howell pass incomplete deep middle intended for John Bates,0.67,0.13,15.0,2023,221
2.0,2:01,2.0,10.0,WAS 26,0.0,10.0,"Sam Howell pass incomplete short right intended for Antonio Gibson WAS challenged the pass completion ruling, and the original play was overturned. Sam Howell pass complete short right to Antonio Gibson for 6 yards (tackle by Russ Yeast)",0.13,0.23,15.0,2023,221
2.0,2:00,3.0,4.0,WAS 32,0.0,10.0,Sam Howell pass incomplete short middle intended for Terry McLaurin (defended by Michael Hoecht),0.23,-1.24,15.0,2023,221
2.0,1:56,4.0,4.0,WAS 32,0.0,10.0,"Tress Way punts 40 yards, fair catch by Austin Trammell at LA-28",-1.24,-0.81,15.0,2023,221
2.0,1:49,1.0,10.0,LAR 28,0.0,10.0,Matthew Stafford pass complete short left to Tyler Higbee for 9 yards (tackle by Kendall Fuller and Quan Martin),0.81,1.48,15.0,2023,221
2.0,1:42,2.0,1.0,LAR 37,0.0,10.0,Kyren Williams up the middle for 12 yards (tackle by Khaleke Hudson and Percy Butler),1.48,2.19,15.0,2023,221
2.0,1:22,1.0,10.0,LAR 49,0.0,10.0,Matthew Stafford pass complete short right to Tyler Higbee for 6 yards (tackle by Khaleke Hudson),2.19,2.46,15.0,2023,221
2.0,1:18,2.0,4.0,WAS 45,0.0,10.0,"Matthew Stafford pass complete short right to Kyren Williams for 4 yards. Kyren Williams fumbles (forced by Benjamin St-Juste), recovered by Kamren Curl at WAS-39 (tackle by Benjamin St-Juste)",2.46,-1.53,15.0,2023,221
2.0,1:08,1.0,10.0,WAS 39,0.0,10.0,Sam Howell pass complete short left to Antonio Gibson for no gain (tackle by John Johnson),1.53,0.99,15.0,2023,221
2.0,0:54,2.0,10.0,WAS 39,0.0,10.0,Sam Howell pass incomplete short right intended for Curtis Samuel,0.99,0.3,15.0,2023,221
2.0,0:45,3.0,10.0,WAS 39,0.0,10.0,Sam Howell sacked by Ernest Jones for -8 yards,0.3,-1.31,15.0,2023,221
2.0,0:39,,,,,,Timeout #1 by Los Angeles Rams,,,15.0,2023,221
2.0,0:39,4.0,18.0,WAS 31,0.0,10.0,"Camaron Cheeseman aborted snap, recovered by Tress Way at WAS-17",-1.31,-4.58,15.0,2023,221
2.0,0:34,1.0,10.0,WAS 15,0.0,10.0,Matthew Stafford pass incomplete short left intended for Puka Nacua (defended by Andre Jones),4.58,3.95,15.0,2023,221
2.0,0:31,2.0,10.0,WAS 15,0.0,10.0,Matthew Stafford pass incomplete short right intended for Kyren Williams,3.95,3.1,15.0,2023,221
2.0,0:27,,,,,,Timeout #1 by Washington Commanders,,,15.0,2023,221
2.0,0:27,3.0,10.0,WAS 15,0.0,10.0,"Matthew Stafford pass incomplete short middle intended for Kyren Williams. Penalty on Daron Payne: Roughing the Passer, 8 yards (accepted) (no play)",3.1,5.6,15.0,2023,221
2.0,0:23,1.0,7.0,WAS 7,0.0,10.0,Matthew Stafford scrambles up the middle for 2 yards (tackle by Casey Toohill),5.6,5.15,15.0,2023,221
2.0,0:17,,,,,,Timeout #2 by Los Angeles Rams,,,15.0,2023,221
2.0,0:17,2.0,5.0,WAS 5,0.0,10.0,Matthew Stafford pass complete short middle to Kyren Williams for -4 yards (tackle by Jonathan Allen),5.15,3.36,15.0,2023,221
2.0,0:11,,,,,,Timeout #3 by Los Angeles Rams,,,15.0,2023,221
2.0,0:11,3.0,9.0,WAS 9,0.0,10.0,Matthew Stafford pass incomplete short left intended for Demarcus Robinson,3.36,2.83,15.0,2023,221
2.0,0:06,4.0,9.0,WAS 9,0.0,13.0,Lucas Havrisik 27 yard field goal good,2.83,3.0,15.0,2023,221
2.0,0:03,,,LAR 35,0.0,13.0,"Ethan Evans kicks off 36 yards, returned by John Bates for 10 yards (tackle by Ben Skowronek)",0.0,1.27,15.0,2023,221
3.0,15:00,,,WAS 35,0.0,13.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,15.0,2023,221
3.0,15:00,1.0,10.0,LAR 25,0.0,13.0,Kyren Williams left end for 13 yards (tackle by Percy Butler and John Ridgeway),0.61,1.47,15.0,2023,221
3.0,14:16,1.0,10.0,LAR 38,0.0,19.0,"Matthew Stafford pass complete deep left to Cooper Kupp for 62 yards, touchdown",1.47,7.0,15.0,2023,221
3.0,14:07,,,WAS 15,0.0,20.0,Lucas Havrisik kicks extra point good,0.0,0.0,15.0,2023,221
3.0,14:07,,,LAR 35,0.0,20.0,"Ethan Evans kicks off 65 yards, returned by Byron Pringle for 25 yards (tackle by Ben Skowronek)",0.0,0.61,15.0,2023,221
3.0,14:02,1.0,10.0,WAS 25,0.0,20.0,Chris Rodriguez right end for 11 yards (tackle by Aaron Donald and Ernest Jones),0.61,1.33,15.0,2023,221
3.0,13:23,1.0,10.0,WAS 36,0.0,20.0,Chris Rodriguez right tackle for 8 yards (tackle by Aaron Donald),1.33,1.87,15.0,2023,221
3.0,12:44,2.0,2.0,WAS 44,0.0,20.0,Sam Howell pass incomplete short right intended for Terry McLaurin,1.87,1.16,15.0,2023,221
3.0,12:40,3.0,2.0,WAS 44,0.0,20.0,Chris Rodriguez up the middle for 7 yards (tackle by Michael Hoecht),1.16,2.32,15.0,2023,221
3.0,12:06,1.0,10.0,LAR 49,0.0,20.0,Jonathan Williams left guard for -2 yards (tackle by Bobby Brown),2.32,1.51,15.0,2023,221
3.0,11:24,2.0,12.0,WAS 49,0.0,20.0,Sam Howell pass complete short middle to Logan Thomas for 7 yards (tackle by John Johnson),1.51,1.75,15.0,2023,221
3.0,10:39,3.0,5.0,LAR 44,0.0,20.0,Sam Howell pass incomplete deep right intended for Terry McLaurin (defended by Ahkello Witherspoon),1.75,0.33,15.0,2023,221
3.0,10:34,4.0,5.0,LAR 44,0.0,20.0,"Tress Way punts 36 yards, returned by Austin Trammell for 4 yards (tackle by Christian Holmes and Dyami Brown)",0.33,0.35,15.0,2023,221
3.0,10:24,1.0,10.0,LAR 12,0.0,20.0,Kyren Williams up the middle for 3 yards (tackle by K.J. Henry and Khaleke Hudson),-0.35,-0.5,15.0,2023,221
3.0,10:00,2.0,7.0,LAR 15,0.0,20.0,Matthew Stafford pass complete short left to Kyren Williams for -6 yards (tackle by Khaleke Hudson),-0.5,-1.77,15.0,2023,221
3.0,9:32,3.0,13.0,LAR 9,0.0,20.0,Matthew Stafford pass incomplete short right intended for Tyler Higbee,-1.77,-2.49,15.0,2023,221
3.0,9:26,4.0,13.0,LAR 9,0.0,20.0,"Ethan Evans punts 54 yards, returned by Jamison Crowder for 15 yards (tackle by Ben Skowronek)",-2.49,-2.39,15.0,2023,221
