Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Raiders,42.0,22.25,17.42,5.16,0.0,15.82,7.74,9.51,24.67,3.05,-5.95,2.31,9.51,-2.82,0.0,15.0,2023,209
Chargers,-42.0,-15.82,-7.74,-9.51,-24.67,-22.25,-17.42,-5.16,0.0,-3.05,-2.31,5.95,2.82,-9.51,0.0,15.0,2023,209
