Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Eric Kendricks,LAC,0,0,0,0,1,1.0,12,9,3,1,1,0,0,0,0,15.0,2023,209
Austin Johnson,LAC,0,0,0,0,0,0.0,8,4,4,0,0,0,0,0,0,15.0,2023,209
Michael Davis,LAC,0,0,0,0,2,0.0,6,5,1,1,0,0,0,0,0,15.0,2023,209
Derwin James,LAC,0,0,0,0,1,0.0,5,3,2,0,0,0,0,0,0,15.0,2023,209
Christopher Hinton,LAC,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0,15.0,2023,209
Alohi Gilman,LAC,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,15.0,2023,209
Sebastian Joseph-Day,LAC,0,0,0,0,0,0.0,3,2,1,0,1,0,0,0,0,15.0,2023,209
Khalil Mack,LAC,0,0,0,0,2,0.0,3,2,1,1,0,0,0,0,0,15.0,2023,209
Scott Matlock,LAC,0,0,0,0,0,0.0,3,0,3,0,0,0,0,0,0,15.0,2023,209
Kenneth Murray,LAC,0,0,0,0,1,0.0,3,2,1,0,0,0,0,0,0,15.0,2023,209
Josh Harris,LAC,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,15.0,2023,209
Dean Marlowe,LAC,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,15.0,2023,209
Stephen Anderson,LAC,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,15.0,2023,209
Essang Bassey,LAC,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,15.0,2023,209
Andrew Farmer,LAC,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,15.0,2023,209
Jaylinn Hawkins,LAC,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,15.0,2023,209
Daiyan Henley,LAC,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,15.0,2023,209
Justin Hollins,LAC,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,15.0,2023,209
Blake Lynch,LAC,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,15.0,2023,209
Nick Niemann,LAC,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,15.0,2023,209
Asante Samuel Jr.,LAC,0,0,0,0,2,0.0,1,1,0,0,0,0,0,0,0,15.0,2023,209
Ja'Sir Taylor,LAC,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,15.0,2023,209
Jalen Guyton,LAC,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,15.0,2023,209
Tuli Tuipulotu,LAC,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,15.0,2023,209
