Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Tommy DeVito,NYG,20,34,177,0,0,7,57,33,72.8,15.0,2023,219
Tyrod Taylor,NYG,2,4,13,0,0,0,0,8,57.3,15.0,2023,219
Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,15.0,2023,219
Matt Breida,NYG,0,0,0,0,0,0,0,0,,15.0,2023,219
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,15.0,2023,219
Darren Waller,NYG,0,0,0,0,0,0,0,0,,15.0,2023,219
Wan'Dale Robinson,NYG,0,0,0,0,0,0,0,0,,15.0,2023,219
Daniel Bellinger,NYG,0,0,0,0,0,0,0,0,,15.0,2023,219
Lawrence Cager,NYG,0,0,0,0,0,0,0,0,,15.0,2023,219
Eric Gray,NYG,0,0,0,0,0,0,0,0,,15.0,2023,219
Jalin Hyatt,NYG,0,0,0,0,0,0,0,0,,15.0,2023,219
Isaiah Hodgins,NYG,0,0,0,0,0,0,0,0,,15.0,2023,219
Derek Carr,NOR,23,28,218,3,0,1,9,23,134.8,15.0,2023,219
Taysom Hill,NOR,0,1,0,0,0,0,0,0,39.6,15.0,2023,219
Alvin Kamara,NOR,0,0,0,0,0,0,0,0,,15.0,2023,219
Jamaal Williams,NOR,0,0,0,0,0,0,0,0,,15.0,2023,219
Juwan Johnson,NOR,0,0,0,0,0,0,0,0,,15.0,2023,219
Rashid Shaheed,NOR,0,0,0,0,0,0,0,0,,15.0,2023,219
A.T. Perry,NOR,0,0,0,0,0,0,0,0,,15.0,2023,219
Lynn Bowden Jr.,NOR,0,0,0,0,0,0,0,0,,15.0,2023,219
Foster Moreau,NOR,0,0,0,0,0,0,0,0,,15.0,2023,219
Jimmy Graham,NOR,0,0,0,0,0,0,0,0,,15.0,2023,219
Keith Kirkwood,NOR,0,0,0,0,0,0,0,0,,15.0,2023,219
