Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Russell Wilson,DEN,18,32,223,1,0,2,19,40,88.4,15.0,2023,212
Samaje Perine,DEN,0,0,0,0,0,0,0,0,,15.0,2023,212
Javonte Williams,DEN,0,0,0,0,0,0,0,0,,15.0,2023,212
Marvin Mims,DEN,0,0,0,0,0,0,0,0,,15.0,2023,212
Jaleel McLaughlin,DEN,0,0,0,0,0,0,0,0,,15.0,2023,212
Jerry Jeudy,DEN,0,0,0,0,0,0,0,0,,15.0,2023,212
Courtland Sutton,DEN,0,0,0,0,0,0,0,0,,15.0,2023,212
Adam Trautman,DEN,0,0,0,0,0,0,0,0,,15.0,2023,212
Lucas Krull,DEN,0,0,0,0,0,0,0,0,,15.0,2023,212
Lil'Jordan Humphrey,DEN,0,0,0,0,0,0,0,0,,15.0,2023,212
Brandon Johnson,DEN,0,0,0,0,0,0,0,0,,15.0,2023,212
Jared Goff,DET,24,34,278,5,0,2,15,29,134.6,15.0,2023,212
Jahmyr Gibbs,DET,0,0,0,0,0,0,0,0,,15.0,2023,212
David Montgomery,DET,0,0,0,0,0,0,0,0,,15.0,2023,212
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,15.0,2023,212
Sam LaPorta,DET,0,0,0,0,0,0,0,0,,15.0,2023,212
Jameson Williams,DET,0,0,0,0,0,0,0,0,,15.0,2023,212
Josh Reynolds,DET,0,0,0,0,0,0,0,0,,15.0,2023,212
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,15.0,2023,212
Donovan Peoples-Jones,DET,0,0,0,0,0,0,0,0,,15.0,2023,212
