Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Desmond Ridder,ATL,0,0,0,0,0,15.0,2023,213
Tyler Allgeier,ATL,1,1,6,0,6,15.0,2023,213
Bijan Robinson,ATL,3,1,3,0,3,15.0,2023,213
Jonnu Smith,ATL,2,2,61,0,56,15.0,2023,213
Kyle Pitts,ATL,4,3,37,0,24,15.0,2023,213
Drake London,ATL,3,2,24,0,13,15.0,2023,213
KhaDarel Hodge,ATL,1,1,10,0,10,15.0,2023,213
Tucker Fisk,ATL,1,1,9,0,9,15.0,2023,213
Van Jefferson,ATL,1,0,0,0,0,15.0,2023,213
Cordarrelle Patterson,ATL,3,1,2,1,2,15.0,2023,213
Bryce Young,CAR,0,0,0,0,0,15.0,2023,213
Chuba Hubbard,CAR,2,2,16,0,10,15.0,2023,213
Ihmir Smith-Marsette,CAR,2,2,1,0,8,15.0,2023,213
Miles Sanders,CAR,2,2,11,0,7,15.0,2023,213
Adam Thielen,CAR,7,4,43,0,16,15.0,2023,213
Jonathan Mingo,CAR,5,4,32,0,20,15.0,2023,213
Tommy Tremble,CAR,2,2,32,0,19,15.0,2023,213
DJ Chark,CAR,2,1,18,0,18,15.0,2023,213
Stephen Sullivan,CAR,1,1,14,0,14,15.0,2023,213
